AREA,PERIMETER,PLS54_,PLS54_ID,COUNTY_CD,MTOWN,RANGE,SECTION,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,CO_MTR,PLS16_,PLS16_ID,PLSNET_,PLSNET_ID,SOURCE,HYDROAREA,BASIN,REGIONNAME,FRQ_SECNBA,REGION,PLS10_,PLS10_ID,OBJECTID,AGENCYNAME,SOURCE_1,AGENCYUNIQ,LASTMODIFI,MODIFIEDBY,SOURCECOMM,Date_Data_,GlobalID
2648202.18201,6512.32714,0,0,16,M21S,22E,33,-119.59793,36.05908,M,21S,M21S22E33,M21S22E,16M21S22E33,0,714,14442892,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
2584062.77240,6434.09544,0,0,16,M21S,22E,32,-119.61571,36.05877,M,21S,M21S22E32,M21S22E,16M21S22E32,0,715,14442896,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
2723948.44316,6600.20046,0,0,16,M21S,22E,31,-119.63362,36.05872,M,21S,M21S22E31,M21S22E,16M21S22E31,0,716,14442898,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2617492.45863,6468.40939,0,0,16,M21S,21E,36,-119.65162,36.05873,M,21S,M21S21E36,M21S21E,16M21S21E36,0,717,14442900,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2626362.47647,6489.26068,0,0,16,M21S,20E,36,-119.76135,36.05866,M,21S,M21S20E36,M21S20E,16M21S20E36,0,718,14442903,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
3052301.14552,7008.48839,0,0,16,M21S,21E,31,-119.74254,36.05865,M,21S,M21S21E31,M21S21E,16M21S21E31,0,719,14442904,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2624389.64696,6479.15357,0,0,16,M21S,21E,35,-119.66942,36.05861,M,21S,M21S21E35,M21S21E,16M21S21E35,0,720,14442906,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2661676.28406,6527.85102,0,0,16,M21S,21E,32,-119.72350,36.05864,M,21S,M21S21E32,M21S21E,16M21S21E32,0,721,14442907,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2698460.42389,6573.23798,0,0,16,M21S,21E,33,-119.70547,36.05862,M,21S,M21S21E33,M21S21E,16M21S21E33,0,722,14442908,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2639543.57001,6495.58992,0,0,16,M21S,21E,34,-119.68736,36.05863,M,21S,M21S21E34,M21S21E,16M21S21E34,0,723,14442909,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2660939.24358,6526.68295,0,0,16,M21S,20E,34,-119.79678,36.05859,M,21S,M21S20E34,M21S20E,16M21S20E34,0,724,14442917,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2679713.54413,6548.64395,0,0,16,M21S,20E,35,-119.77894,36.05856,M,21S,M21S20E35,M21S20E,16M21S20E35,0,725,14442918,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2592175.21361,6450.63138,0,0,16,M21S,18E,31,-120.06539,36.05898,M,21S,M21S18E31,M21S18E,16M21S18E31,0,726,14646530,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2573649.77308,6404.22112,0,0,16,M21S,18E,32,-120.04747,36.05900,M,21S,M21S18E32,M21S18E,16M21S18E32,0,727,14646531,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2578836.94867,6421.84055,0,0,16,M21S,18E,33,-120.02952,36.05900,M,21S,M21S18E33,M21S18E,16M21S18E33,0,728,14646533,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2565523.73805,6411.19561,0,0,16,M21S,18E,34,-120.01159,36.05895,M,21S,M21S18E34,M21S18E,16M21S18E34,0,729,14646535,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2565298.70079,6406.21932,0,0,16,M21S,18E,35,-119.99368,36.05895,M,21S,M21S18E35,M21S18E,16M21S18E35,0,731,14646537,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2591886.00879,6440.76206,0,0,16,M21S,19E,31,-119.95774,36.05879,M,21S,M21S19E31,M21S19E,16M21S19E31,0,733,14442935,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2583737.27079,6430.25838,0,0,16,M21S,19E,32,-119.93982,36.05874,M,21S,M21S19E32,M21S19E,16M21S19E32,0,734,14442936,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2561354.03616,6404.50723,0,0,16,M21S,18E,36,-119.97572,36.05881,M,21S,M21S18E36,M21S18E,16M21S18E36,0,735,14646548,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2591099.49876,6435.89977,0,0,16,M21S,19E,33,-119.92196,36.05872,M,21S,M21S19E33,M21S19E,16M21S19E33,0,736,14442939,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2612093.59883,6463.06371,0,0,16,M21S,20E,33,-119.81467,36.05848,M,21S,M21S20E33,M21S20E,16M21S20E33,0,737,14442940,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2597063.21552,6448.33674,0,0,16,M21S,19E,34,-119.90412,36.05851,M,21S,M21S19E34,M21S19E,16M21S19E34,0,738,14442941,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2629473.11244,6475.90162,0,0,16,M21S,19E,36,-119.86847,36.05841,M,21S,M21S19E36,M21S19E,16M21S19E36,0,739,14442942,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2645334.25285,6506.19153,0,0,16,M21S,19E,35,-119.88628,36.05840,M,21S,M21S19E35,M21S19E,16M21S19E35,0,740,14442944,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2622899.33147,6478.38468,0,0,16,M21S,20E,31,-119.85060,36.05836,M,21S,M21S20E31,M21S20E,16M21S20E31,0,741,14442945,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2590459.53900,6439.56747,0,0,16,M21S,20E,32,-119.83261,36.05839,M,21S,M21S20E32,M21S20E,16M21S20E32,0,742,14442946,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2596627.95078,6443.81909,0,0,16,M22S,22E,01,-119.54426,36.04453,M,22S,M22S22E01,M22S22E,16M22S22E01,0,744,14443208,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
7539.34601,2681.98560,0,0,16,M22S,23E,06,-119.53539,36.04566,M,22S,M22S23E06,M22S23E,16M22S23E06,0,745,14443209,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,70,Lower Tule River Irrigation District,SCRO,1500,2017-01-10T10:03:55.000Z,SERYSIAN,,2013-11-07T00:00:00.000Z,{C13BDBF9-E8BB-4C8C-9DD5-6D99198A939D}
2645531.51520,6507.90942,0,0,16,M22S,22E,02,-119.56202,36.04444,M,22S,M22S22E02,M22S22E,16M22S22E02,0,746,14443212,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
2706742.54279,6580.50822,0,0,16,M22S,22E,03,-119.57999,36.04432,M,22S,M22S22E03,M22S22E,16M22S22E03,0,747,14443214,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
2658477.94351,6526.79348,0,0,16,M22S,22E,04,-119.59796,36.04429,M,22S,M22S22E04,M22S22E,16M22S22E04,0,748,14443217,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
2550215.00040,6385.77698,0,0,16,M22S,22E,05,-119.61565,36.04420,M,22S,M22S22E05,M22S22E,16M22S22E05,0,749,14443219,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2638314.28143,6495.64510,0,0,16,M22S,18E,04,-120.02955,36.04449,M,22S,M22S18E04,M22S18E,16M22S18E04,0,754,14443229,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2632445.12843,6489.79087,0,0,16,M22S,22E,06,-119.63355,36.04403,M,22S,M22S22E06,M22S22E,16M22S22E06,0,755,14443230,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2638117.76534,6484.96704,0,0,16,M22S,18E,03,-120.01161,36.04444,M,22S,M22S18E03,M22S18E,16M22S18E03,0,757,14646844,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2550378.88420,6386.41761,0,0,16,M22S,21E,01,-119.65161,36.04411,M,22S,M22S21E01,M22S21E,16M22S21E01,0,758,14443234,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2626417.72040,6486.72988,0,0,16,M22S,18E,02,-119.99365,36.04448,M,22S,M22S18E02,M22S18E,16M22S18E02,0,759,14646847,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2593193.35978,6443.27965,0,0,16,M22S,18E,01,-119.97572,36.04449,M,22S,M22S18E01,M22S18E,16M22S18E01,0,760,14443237,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,8445,Westlands Water District,SERYSIAN,2703,2015-09-16T10:50:40.000Z,SERYSIAN,most current boundary from WWD 2014,2015-09-16T10:49:15.000Z,{0C341128-286B-49B0-B157-25894E71C7FE}
2534309.85910,6368.18430,0,0,16,M22S,21E,02,-119.66940,36.04411,M,22S,M22S21E02,M22S21E,16M22S21E02,0,762,14443241,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2625712.52898,6481.78589,0,0,16,M22S,21E,04,-119.70525,36.04398,M,22S,M22S21E04,M22S21E,16M22S21E04,0,764,14443246,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2570174.71231,6412.95059,0,0,16,M22S,21E,03,-119.68723,36.04404,M,22S,M22S21E03,M22S21E,16M22S21E03,0,765,14443247,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2571385.02935,6413.64730,0,0,16,M22S,19E,06,-119.95783,36.04440,M,22S,M22S19E06,M22S19E,16M22S19E06,0,766,14443250,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2548864.62784,6386.84555,0,0,16,M22S,19E,05,-119.93996,36.04435,M,22S,M22S19E05,M22S19E,16M22S19E05,0,767,14443253,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2614213.66418,6467.54057,0,0,16,M22S,21E,05,-119.72327,36.04385,M,22S,M22S21E05,M22S21E,16M22S21E05,0,768,14443255,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2573419.39602,6418.92212,0,0,16,M22S,19E,04,-119.92208,36.04424,M,22S,M22S19E04,M22S19E,16M22S19E04,0,769,14443257,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2534265.13397,6367.90642,0,0,16,M22S,19E,03,-119.90426,36.04417,M,22S,M22S19E03,M22S19E,16M22S19E03,0,770,14443258,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2979013.63934,6910.18675,0,0,16,M22S,21E,06,-119.74242,36.04383,M,22S,M22S21E06,M22S21E,16M22S21E06,0,771,14443262,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2697543.55789,6570.75439,0,0,16,M22S,20E,05,-119.83258,36.04377,M,22S,M22S20E05,M22S20E,16M22S20E05,0,772,14443263,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2651440.70431,6514.89429,0,0,16,M22S,20E,04,-119.81465,36.04372,M,22S,M22S20E04,M22S20E,16M22S20E04,0,773,14443264,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2563399.67734,6404.82186,0,0,16,M22S,20E,01,-119.76141,36.04372,M,22S,M22S20E01,M22S20E,16M22S20E01,0,774,14443266,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2638120.25047,6498.02497,0,0,16,M22S,20E,03,-119.79685,36.04361,M,22S,M22S20E03,M22S20E,16M22S20E03,0,775,14443267,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2653106.77815,6515.93694,0,0,16,M22S,20E,06,-119.85059,36.04371,M,22S,M22S20E06,M22S20E,16M22S20E06,0,776,14443269,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2582659.83557,6432.03277,0,0,16,M22S,20E,02,-119.77907,36.04369,M,22S,M22S20E02,M22S20E,16M22S20E02,0,777,14443270,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2586395.75290,6434.26445,0,0,16,M22S,19E,02,-119.88634,36.04384,M,22S,M22S19E02,M22S19E,16M22S19E02,0,778,14443272,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2578251.14714,6423.73922,0,0,16,M22S,19E,01,-119.86842,36.04366,M,22S,M22S19E01,M22S19E,16M22S19E01,0,779,14443273,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2546321.16663,6383.12174,0,0,16,M22S,22E,12,-119.54417,36.02990,M,22S,M22S22E12,M22S22E,16M22S22E12,0,781,14443549,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
2596297.94745,6445.04738,0,0,16,M22S,22E,11,-119.56194,36.02986,M,22S,M22S22E11,M22S22E,16M22S22E11,0,782,14443551,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
2614700.70642,6468.81821,0,0,16,M22S,22E,10,-119.57999,36.02967,M,22S,M22S22E10,M22S22E,16M22S22E10,0,783,14443557,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
2525214.40277,6356.67737,0,0,16,M22S,22E,08,-119.61562,36.02966,M,22S,M22S22E08,M22S22E,16M22S22E08,0,786,14443564,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,45975,Tulare Lake Basin Water Storage District,SERYSIAN,2519,2017-05-09T08:54:52.000Z,SERYSIAN,"SWP contractor; updated boundary from Kings River Conservation District",2017-05-09T08:18:07.000Z,{82A13944-755A-4010-A7B6-108C515CDF51}
2557793.12350,6395.27621,0,0,16,M22S,22E,09,-119.59798,36.02960,M,22S,M22S22E09,M22S22E,16M22S22E09,0,787,14443565,0.00000,0.00000,0,0.00000,0,0,0.00000,0,0.00000,0.00000,52,Corcoran Irrigation District,SCRO,619,2013-11-07T00:00:00.000Z,source,,2013-11-07T00:00:00.000Z,{091EA6FF-AC0C-45AE-BC68-DF29629A3FE4}
