AREA,PERIMETER,PLSNET_,PLSNET_ID,COUNTY_CD,MTOWN,RANGE,SECTION,SOURCE,HYDROAREA,BASIN,REGIONNAME,FRQ_SECNBA,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,REGION,CO_MTR
2658222.32702000020,6521.74356000000,108670.00000000000,109976.00000000000,15,M26S,24E,07,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.42863000000,35.68142000000,M,26S,M26S24E07,M26S24E,15M26S24E07,5,15M26S24E
2601663.87209000019,6453.33110000000,108674.00000000000,109980.00000000000,15,M26S,23E,12,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.44638000000,35.68135000000,M,26S,M26S23E12,M26S23E,15M26S23E12,5,15M26S23E
2613588.01465999987,6468.26353000000,108676.00000000000,109982.00000000000,15,M26S,36E,17,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.13890000000,35.66768000000,M,26S,M26S36E17,M26S36E,15M26S36E17,5,15M26S36E
2673688.33711999981,6540.90944000000,108677.00000000000,109983.00000000000,15,M26S,23E,11,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.46408000000,35.68126000000,M,26S,M26S23E11,M26S23E,15M26S23E11,5,15M26S23E
2613630.94677999988,6464.94732000000,108678.00000000000,109984.00000000000,15,M26S,40E,22,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.66092000000,35.65895000000,M,26S,M26S40E22,M26S40E,15M26S40E22,6,15M26S40E
2681812.67965999991,6551.03798000000,108680.00000000000,109986.00000000000,15,M26S,23E,10,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.48198000000,35.68125000000,M,26S,M26S23E10,M26S23E,15M26S23E10,5,15M26S23E
2620378.36926000006,6476.94538000000,108683.00000000000,109989.00000000000,15,M26S,23E,09,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.49972000000,35.68116000000,M,26S,M26S23E09,M26S23E,15M26S23E09,5,15M26S23E
2635169.90234000003,6493.42624000000,108686.00000000000,109992.00000000000,15,M26S,40E,21,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.67878000000,35.65898000000,M,26S,M26S40E21,M26S40E,15M26S40E21,6,15M26S40E
2641259.34838999994,6499.59134000000,108687.00000000000,109993.00000000000,15,M26S,23E,08,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.51749000000,35.68105000000,M,26S,M26S23E08,M26S23E,15M26S23E08,5,15M26S23E
2544839.56165000005,6382.34980000000,108688.00000000000,109994.00000000000,15,M26S,36E,18,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.15676000000,35.66731000000,M,26S,M26S36E18,M26S36E,15M26S36E18,5,15M26S36E
2645870.61922999984,6505.61200000000,108689.00000000000,109995.00000000000,15,M26S,22E,11,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.57108000000,35.68124000000,M,26S,M26S22E11,M26S22E,15M26S22E11,5,15M26S22E
2651707.31136999978,6513.74240000000,108690.00000000000,109996.00000000000,15,M26S,22E,12,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.55310000000,35.68121000000,M,26S,M26S22E12,M26S22E,15M26S22E12,5,15M26S22E
2596473.77441000007,6443.70763000000,108692.00000000000,109998.00000000000,15,M26S,22E,10,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.58880000000,35.68119000000,M,26S,M26S22E10,M26S22E,15M26S22E10,5,15M26S22E
2569561.62352999998,6410.24081000000,108693.00000000000,109999.00000000000,15,M26S,23E,07,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.53527000000,35.68113000000,M,26S,M26S23E07,M26S23E,15M26S23E07,5,15M26S23E
2620850.29638999980,6476.01791000000,108697.00000000000,110003.00000000000,15,M26S,40E,20,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.69671000000,35.65901000000,M,26S,M26S40E20,M26S40E,15M26S40E20,6,15M26S40E
2631418.72891000006,6489.10665000000,108699.00000000000,110005.00000000000,15,M26S,22E,09,1,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.60657000000,35.68108000000,M,26S,M26S22E09,M26S22E,15M26S22E09,5,15M26S22E
2798324.02661000006,6701.53268000000,108700.00000000000,110006.00000000000,15,M26S,21E,12,3,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.66237000000,35.68146000000,M,26S,M26S21E12,M26S21E,15M26S21E12,5,15M26S21E
2603330.99228999997,6455.15098000000,108701.00000000000,110007.00000000000,15,M26S,22E,07,3,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.64351000000,35.68138000000,M,26S,M26S22E07,M26S22E,15M26S22E07,5,15M26S22E
2731068.61764999991,6614.12451000000,108705.00000000000,110011.00000000000,15,M26S,22E,08,3,558.70000000000,55870,CENTRAL VALLEY,1.00000000000,-119.62500000000,35.68111000000,M,26S,M26S22E08,M26S22E,15M26S22E08,5,15M26S22E
2558403.77667000005,6399.65004000000,108706.00000000000,110012.00000000000,15,M26S,21E,11,1,558.60000000000,55860,CENTRAL VALLEY,2.00000000000,-119.68107000000,35.68136000000,M,26S,M26S21E11,M26S21E,15M26S21E11,5,15M26S21E
2514257.65626000008,6344.01350000000,108709.00000000000,110015.00000000000,15,M26S,40E,19,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.71432000000,35.65898000000,M,26S,M26S40E19,M26S40E,15M26S40E19,6,15M26S40E
2591446.81582000013,6439.52917000000,108710.00000000000,110016.00000000000,15,M26S,21E,10,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.69907000000,35.68122000000,M,26S,M26S21E10,M26S21E,15M26S21E10,5,15M26S21E
2615353.31761999987,6471.45542000000,108712.00000000000,110018.00000000000,15,M26S,35E,13,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.17452000000,35.66672000000,M,26S,M26S35E13,M26S35E,15M26S35E13,5,15M26S35E
2554371.43037000019,6391.85002000000,108716.00000000000,110022.00000000000,15,M26S,21E,09,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.71699000000,35.68112000000,M,26S,M26S21E09,M26S21E,15M26S21E09,5,15M26S21E
2611096.73853000021,6463.61891000000,108719.00000000000,110025.00000000000,15,M26S,39E,24,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.73186000000,35.65906000000,M,26S,M26S39E24,M26S39E,15M26S39E24,6,15M26S39E
2530248.99121000012,6366.76445000000,108721.00000000000,110027.00000000000,15,M26S,21E,08,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.73467000000,35.68096000000,M,26S,M26S21E08,M26S21E,15M26S21E08,5,15M26S21E
2554849.37184000015,6392.04492000000,108722.00000000000,110028.00000000000,15,M26S,21E,07,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.75221000000,35.68089000000,M,26S,M26S21E07,M26S21E,15M26S21E07,5,15M26S21E
2609712.05402000016,6451.49561000000,108724.00000000000,110030.00000000000,15,M26S,20E,12,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.76964000000,35.68067000000,M,26S,M26S20E12,M26S20E,15M26S20E12,5,15M26S20E
2596629.65235000011,6460.92558000000,108728.00000000000,110034.00000000000,15,M26S,39E,23,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.74972000000,35.65913000000,M,26S,M26S39E23,M26S39E,15M26S39E23,6,15M26S39E
2583711.98961000005,6450.91426000000,108735.00000000000,110041.00000000000,15,M26S,20E,11,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.78729000000,35.68041000000,M,26S,M26S20E11,M26S20E,15M26S20E11,5,15M26S20E
2617842.20006999979,6472.05734000000,108736.00000000000,110042.00000000000,15,M26S,39E,22,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.76758000000,35.65920000000,M,26S,M26S39E22,M26S39E,15M26S39E22,6,15M26S39E
2613200.14780999999,6470.88994000000,108739.00000000000,110045.00000000000,15,M26S,20E,10,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.80502000000,35.68029000000,M,26S,M26S20E10,M26S20E,15M26S20E10,5,15M26S20E
2597431.07103999984,6447.67565000000,108740.00000000000,110046.00000000000,15,M26S,35E,14,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.19244000000,35.66656000000,M,26S,M26S35E14,M26S35E,15M26S35E14,5,15M26S35E
2634974.36145000020,6486.29743000000,108741.00000000000,110047.00000000000,15,M26S,39E,21,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.78545000000,35.65925000000,M,26S,M26S39E21,M26S39E,15M26S39E21,6,15M26S39E
2596146.19982999982,6445.50810000000,108743.00000000000,110049.00000000000,15,M26S,35E,15,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.21031000000,35.66667000000,M,26S,M26S35E15,M26S35E,15M26S35E15,5,15M26S35E
2575181.20723999990,6418.99951000000,108746.00000000000,110052.00000000000,15,M26S,17E,08,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.16122000000,35.68029000000,M,26S,M26S17E08,M26S17E,15M26S17E08,5,15M26S17E
2592787.02426999994,6440.93664000000,108747.00000000000,110053.00000000000,15,M26S,17E,09,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.14342000000,35.68033000000,M,26S,M26S17E09,M26S17E,15M26S17E09,5,15M26S17E
2569940.03459999990,6401.76247000000,108748.00000000000,110054.00000000000,15,M26S,17E,10,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.12565000000,35.68032000000,M,26S,M26S17E10,M26S17E,15M26S17E10,5,15M26S17E
3476253.28997999988,7529.26089000000,108751.00000000000,110057.00000000000,15,M26S,17E,07,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.18198000000,35.68014000000,M,26S,M26S17E07,M26S17E,15M26S17E07,5,15M26S17E
2558495.06031000009,6398.52173000000,108752.00000000000,110058.00000000000,15,M26S,35E,16,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.22802000000,35.66672000000,M,26S,M26S35E16,M26S35E,15M26S35E16,5,15M26S35E
2577071.52931000013,6421.36528000000,108753.00000000000,110059.00000000000,15,M26S,17E,11,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.10795000000,35.68023000000,M,26S,M26S17E11,M26S17E,15M26S17E11,5,15M26S17E
2580245.08031000011,6410.90259000000,108754.00000000000,110060.00000000000,15,M26S,19E,12,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.87659000000,35.68016000000,M,26S,M26S19E12,M26S19E,15M26S19E12,5,15M26S19E
2612285.45966000017,6463.32168000000,108755.00000000000,110061.00000000000,15,M26S,20E,09,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.82290000000,35.68009000000,M,26S,M26S20E09,M26S20E,15M26S20E09,5,15M26S20E
2625908.61561000021,6481.39164000000,108757.00000000000,110063.00000000000,15,M26S,20E,07,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.85880000000,35.68010000000,M,26S,M26S20E07,M26S20E,15M26S20E07,5,15M26S20E
2615795.46727999998,6474.69454000000,108758.00000000000,110064.00000000000,15,M26S,39E,20,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.80336000000,35.65934000000,M,26S,M26S39E20,M26S39E,15M26S39E20,6,15M26S39E
2610018.97355000023,6462.26950000000,108759.00000000000,110065.00000000000,15,M26S,20E,08,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.84082000000,35.68006000000,M,26S,M26S20E08,M26S20E,15M26S20E08,5,15M26S20E
2578085.24227999989,6422.22311000000,108760.00000000000,110066.00000000000,15,M26S,18E,12,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.98338000000,35.68012000000,M,26S,M26S18E12,M26S18E,15M26S18E12,5,15M26S18E
2613641.91705999989,6466.76912000000,108761.00000000000,110067.00000000000,15,M26S,19E,07,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.96560000000,35.68007000000,M,26S,M26S19E07,M26S19E,15M26S19E07,5,15M26S19E
2589266.06786999991,6436.66537000000,108762.00000000000,110068.00000000000,15,M26S,35E,18,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.26355000000,35.66695000000,M,26S,M26S35E18,M26S35E,15M26S35E18,5,15M26S35E
2577697.55542000011,6422.76965000000,108763.00000000000,110069.00000000000,15,M26S,35E,17,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.24584000000,35.66688000000,M,26S,M26S35E17,M26S35E,15M26S35E17,5,15M26S35E
2607871.25595000014,6459.24974000000,108764.00000000000,110070.00000000000,15,M26S,19E,11,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.89431000000,35.67995000000,M,26S,M26S19E11,M26S19E,15M26S19E11,5,15M26S19E
2590167.06868000003,6437.64534000000,108765.00000000000,110071.00000000000,15,M26S,17E,12,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.09013000000,35.68012000000,M,26S,M26S17E12,M26S17E,15M26S17E12,5,15M26S17E
2572699.09243999980,6414.76484000000,108766.00000000000,110072.00000000000,15,M26S,18E,07,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.07238000000,35.68007000000,M,26S,M26S18E07,M26S18E,15M26S18E07,5,15M26S18E
2660117.67163000023,6525.42820000000,108768.00000000000,110074.00000000000,15,M26S,39E,19,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.82130000000,35.65940000000,M,26S,M26S39E19,M26S39E,15M26S39E19,6,15M26S39E
2592820.19719000021,6456.04133000000,108769.00000000000,110075.00000000000,15,M26S,19E,08,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.94783000000,35.67990000000,M,26S,M26S19E08,M26S19E,15M26S19E08,5,15M26S19E
2600116.76814999990,6445.17112000000,108770.00000000000,110076.00000000000,15,M26S,18E,11,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.00117000000,35.67997000000,M,26S,M26S18E11,M26S18E,15M26S18E11,5,15M26S18E
2589538.61211000010,6435.96451000000,108771.00000000000,110077.00000000000,15,M26S,18E,08,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.05462000000,35.68000000000,M,26S,M26S18E08,M26S18E,15M26S18E08,5,15M26S18E
2567125.81836999999,6408.35863000000,108772.00000000000,110078.00000000000,15,M26S,18E,09,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.03683000000,35.67996000000,M,26S,M26S18E09,M26S18E,15M26S18E09,5,15M26S18E
2592788.52094000019,6440.92313000000,108773.00000000000,110079.00000000000,15,M26S,19E,10,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.91216000000,35.67980000000,M,26S,M26S19E10,M26S19E,15M26S19E10,5,15M26S19E
2573885.65807999996,6418.22108000000,108775.00000000000,110081.00000000000,15,M26S,18E,10,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-120.01902000000,35.67989000000,M,26S,M26S18E10,M26S18E,15M26S18E10,5,15M26S18E
2602604.23045000015,6438.85144000000,108777.00000000000,110083.00000000000,15,M26S,19E,09,1,558.60000000000,55860,CENTRAL VALLEY,1.00000000000,-119.92999000000,35.67979000000,M,26S,M26S19E09,M26S19E,15M26S19E09,5,15M26S19E
2577832.57751999982,6422.27271000000,108779.00000000000,110085.00000000000,15,M26S,34E,13,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.28129000000,35.66689000000,M,26S,M26S34E13,M26S34E,15M26S34E13,5,15M26S34E
2622134.84642999992,6495.67451000000,108783.00000000000,110089.00000000000,15,M26S,38E,24,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.83929000000,35.65934000000,M,26S,M26S38E24,M26S38E,15M26S38E24,6,15M26S38E
2572241.06495000003,6415.38617000000,108789.00000000000,110095.00000000000,15,M26S,34E,14,1,554.22000000000,55422,CENTRAL VALLEY,2.00000000000,-118.29906000000,35.66690000000,M,26S,M26S34E14,M26S34E,15M26S34E14,5,15M26S34E
2611436.15940999985,6446.58658000000,108792.00000000000,110098.00000000000,15,M26S,38E,23,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.85721000000,35.65914000000,M,26S,M26S38E23,M26S38E,15M26S38E23,6,15M26S38E
2575473.37843000004,6419.10371000000,108795.00000000000,110101.00000000000,15,M26S,34E,15,1,554.22000000000,55422,CENTRAL VALLEY,2.00000000000,-118.31683000000,35.66690000000,M,26S,M26S34E15,M26S34E,15M26S34E15,5,15M26S34E
2597438.02454000013,6448.48838000000,108797.00000000000,110103.00000000000,15,M26S,34E,16,1,554.21000000000,55421,CENTRAL VALLEY,3.00000000000,-118.33452000000,35.66694000000,M,26S,M26S34E16,M26S34E,15M26S34E16,5,15M26S34E
2578629.45031000022,6424.41654000000,108799.00000000000,110105.00000000000,15,M26S,34E,17,1,554.21000000000,55421,CENTRAL VALLEY,4.00000000000,-118.35213000000,35.66701000000,M,26S,M26S34E17,M26S34E,15M26S34E17,5,15M26S34E
2603537.91087999986,6456.86243000000,108802.00000000000,110108.00000000000,15,M26S,34E,18,1,554.21000000000,55421,CENTRAL VALLEY,2.00000000000,-118.37001000000,35.66703000000,M,26S,M26S34E18,M26S34E,15M26S34E18,5,15M26S34E
2573968.87183000008,6418.68924000000,108803.00000000000,110109.00000000000,15,M26S,38E,22,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.87506000000,35.65892000000,M,26S,M26S38E22,M26S38E,15M26S38E22,6,15M26S38E
2588293.23633999983,6435.31349000000,108809.00000000000,110115.00000000000,15,M26S,33E,14,1,554.21000000000,55421,CENTRAL VALLEY,1.00000000000,-118.40553000000,35.66723000000,M,26S,M26S33E14,M26S33E,15M26S33E14,5,15M26S33E
2560862.10107999993,6401.32267000000,108810.00000000000,110116.00000000000,15,M26S,33E,13,1,554.21000000000,55421,CENTRAL VALLEY,1.00000000000,-118.38784000000,35.66706000000,M,26S,M26S33E13,M26S33E,15M26S33E13,5,15M26S33E
240.43872000000,809.34064000000,108811.00000000000,110117.00000000000,15,M26S,41E,19,1,624.20000000000,62420,LAHONTAN,2.00000000000,-117.61640000000,35.65901000000,M,26S,M26S41E19,M26S41E,15M26S41E19,6,15M26S41E
2593323.80787000014,6441.53626000000,108812.00000000000,110118.00000000000,15,M26S,38E,21,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.89282000000,35.65887000000,M,26S,M26S38E21,M26S38E,15M26S38E21,6,15M26S38E
2617050.09935999988,6470.94905000000,108813.00000000000,110119.00000000000,15,M26S,33E,15,1,554.21000000000,55421,CENTRAL VALLEY,1.00000000000,-118.42336000000,35.66727000000,M,26S,M26S33E15,M26S33E,15M26S33E15,5,15M26S33E
2632175.89782000007,6489.94226000000,108817.00000000000,110123.00000000000,15,M26S,33E,16,1,554.21000000000,55421,CENTRAL VALLEY,1.00000000000,-118.44136000000,35.66727000000,M,26S,M26S33E16,M26S33E,15M26S33E16,5,15M26S33E
2591644.98413999984,6439.47710000000,108819.00000000000,110125.00000000000,15,M26S,38E,20,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.91064000000,35.65890000000,M,26S,M26S38E20,M26S38E,15M26S38E20,6,15M26S38E
2636365.22448999994,6495.16316000000,108825.00000000000,110131.00000000000,15,M26S,33E,17,1,554.21000000000,55421,CENTRAL VALLEY,1.00000000000,-118.45940000000,35.66726000000,M,26S,M26S33E17,M26S33E,15M26S33E17,5,15M26S33E
3970667.21886999998,8168.95017000000,108826.00000000000,110132.00000000000,15,M26S,38E,19,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.93318000000,35.65880000000,M,26S,M26S38E19,M26S38E,15M26S38E19,6,15M26S38E
2592367.97047000006,6446.25848000000,108829.00000000000,110135.00000000000,15,M26S,33E,18,1,554.22000000000,55422,CENTRAL VALLEY,2.00000000000,-118.47740000000,35.66705000000,M,26S,M26S33E18,M26S33E,15M26S33E18,5,15M26S33E
2617327.34120000014,6472.11230000000,108833.00000000000,110139.00000000000,15,M26S,32E,15,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.52583000000,35.66743000000,M,26S,M26S32E15,M26S32E,15M26S32E15,5,15M26S32E
2237631.88781999983,6006.93452000000,108834.00000000000,110140.00000000000,15,M26S,32E,14,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.50944000000,35.66727000000,M,26S,M26S32E14,M26S32E,15M26S32E14,5,15M26S32E
2682535.82519999985,6551.81802000000,108838.00000000000,110144.00000000000,15,M26S,32E,16,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.54373000000,35.66757000000,M,26S,M26S32E16,M26S32E,15M26S32E16,5,15M26S32E
2206102.50084999995,5956.27161000000,108840.00000000000,110146.00000000000,15,M26S,32E,13,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.49421000000,35.66705000000,M,26S,M26S32E13,M26S32E,15M26S32E13,5,15M26S32E
2653657.54393999977,6523.19764000000,108841.00000000000,110147.00000000000,15,M26S,32E,17,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.56175000000,35.66716000000,M,26S,M26S32E17,M26S32E,15M26S32E17,5,15M26S32E
2760215.67583000008,6658.37078000000,108863.00000000000,110169.00000000000,15,M26S,31E,13,1,555.50000000000,55550,CENTRAL VALLEY,2.00000000000,-118.59815000000,35.66677000000,M,26S,M26S31E13,M26S31E,15M26S31E13,5,15M26S31E
2581190.18316000002,6426.74063000000,108864.00000000000,110170.00000000000,15,M26S,32E,18,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.57976000000,35.66683000000,M,26S,M26S32E18,M26S32E,15M26S32E18,5,15M26S32E
2607611.85974000022,6460.56096000000,108873.00000000000,110179.00000000000,15,M26S,31E,15,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.63423000000,35.66648000000,M,26S,M26S31E15,M26S31E,15M26S31E15,5,15M26S31E
2494481.02838000003,6326.77444000000,108874.00000000000,110180.00000000000,15,M26S,31E,14,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.61667000000,35.66641000000,M,26S,M26S31E14,M26S31E,15M26S31E14,5,15M26S31E
2627933.54577000020,6485.58993000000,108880.00000000000,110186.00000000000,15,M26S,31E,16,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.65180000000,35.66618000000,M,26S,M26S31E16,M26S31E,15M26S31E16,5,15M26S31E
2672084.49224000005,6544.12897000000,108885.00000000000,110191.00000000000,15,M26S,31E,17,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.66940000000,35.66588000000,M,26S,M26S31E17,M26S31E,15M26S31E17,5,15M26S31E
2232255.60913000023,6022.17238000000,108890.00000000000,110196.00000000000,15,M26S,31E,18,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.68535000000,35.66564000000,M,26S,M26S31E18,M26S31E,15M26S31E18,5,15M26S31E
2568007.53471999988,6411.11611000000,108894.00000000000,110200.00000000000,15,M26S,30E,14,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.72119000000,35.66607000000,M,26S,M26S30E14,M26S30E,15M26S30E14,5,15M26S30E
2848296.33591999998,6758.03711000000,108895.00000000000,110201.00000000000,15,M26S,30E,13,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.70256000000,35.66609000000,M,26S,M26S30E13,M26S30E,15M26S30E13,5,15M26S30E
2567720.12572999997,6409.83114000000,108899.00000000000,110205.00000000000,15,M26S,30E,15,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.73894000000,35.66599000000,M,26S,M26S30E15,M26S30E,15M26S30E15,5,15M26S30E
2576295.05291000009,6420.52164000000,108901.00000000000,110207.00000000000,15,M26S,30E,16,1,555.50000000000,55550,CENTRAL VALLEY,1.00000000000,-118.75663000000,35.66600000000,M,26S,M26S30E16,M26S30E,15M26S30E16,5,15M26S30E
2464770.40032000002,6285.32877000000,108902.00000000000,110208.00000000000,15,M26S,30E,17,1,555.50000000000,55550,CENTRAL VALLEY,2.00000000000,-118.77387000000,35.66603000000,M,26S,M26S30E17,M26S30E,15M26S30E17,5,15M26S30E
2490520.26733000018,6314.89066000000,108905.00000000000,110211.00000000000,15,M26S,29E,18,1,555.40000000000,55540,CENTRAL VALLEY,1.00000000000,-118.89588000000,35.66714000000,M,26S,M26S29E18,M26S29E,15M26S29E18,5,15M26S29E
2581797.41320999991,6427.47222000000,108906.00000000000,110212.00000000000,15,M26S,29E,17,1,555.40000000000,55540,CENTRAL VALLEY,1.00000000000,-118.87857000000,35.66698000000,M,26S,M26S29E17,M26S29E,15M26S29E17,5,15M26S29E
2523648.77838000003,6358.25023000000,108907.00000000000,110213.00000000000,15,M26S,30E,18,1,555.40000000000,55540,CENTRAL VALLEY,1.00000000000,-118.79066000000,35.66595000000,M,26S,M26S30E18,M26S30E,15M26S30E18,5,15M26S30E
2567064.71020000009,6409.33323000000,108909.00000000000,110215.00000000000,15,M26S,29E,15,1,555.40000000000,55540,CENTRAL VALLEY,1.00000000000,-118.84337000000,35.66661000000,M,26S,M26S29E15,M26S29E,15M26S29E15,5,15M26S29E
2582716.88299999991,6428.62887000000,108910.00000000000,110216.00000000000,15,M26S,29E,14,1,555.40000000000,55540,CENTRAL VALLEY,1.00000000000,-118.82573000000,35.66651000000,M,26S,M26S29E14,M26S29E,15M26S29E14,5,15M26S29E
2558651.69921999983,6398.63265000000,108912.00000000000,110218.00000000000,15,M26S,29E,16,1,555.40000000000,55540,CENTRAL VALLEY,1.00000000000,-118.86096000000,35.66680000000,M,26S,M26S29E16,M26S29E,15M26S29E16,5,15M26S29E
2555195.97120000003,6394.73167000000,108913.00000000000,110219.00000000000,15,M26S,29E,13,1,555.40000000000,55540,CENTRAL VALLEY,1.00000000000,-118.80796000000,35.66621000000,M,26S,M26S29E13,M26S29E,15M26S29E13,5,15M26S29E
2583213.79626000021,6429.25371000000,108917.00000000000,110223.00000000000,15,M26S,28E,13,1,555.40000000000,55540,CENTRAL VALLEY,1.00000000000,-118.91330000000,35.66716000000,M,26S,M26S28E13,M26S28E,15M26S28E13,5,15M26S28E
2578120.03284000000,6423.10702000000,108920.00000000000,110226.00000000000,15,M26S,28E,14,1,555.40000000000,55540,CENTRAL VALLEY,2.00000000000,-118.93096000000,35.66729000000,M,26S,M26S28E14,M26S28E,15M26S28E14,5,15M26S28E
2604748.07390999980,6455.84505000000,108921.00000000000,110227.00000000000,15,M26S,28E,17,1,558.90000000000,55890,CENTRAL VALLEY,1.00000000000,-118.98446000000,35.66770000000,M,26S,M26S28E17,M26S28E,15M26S28E17,5,15M26S28E
2618793.41552999988,6473.16432000000,108922.00000000000,110228.00000000000,15,M26S,28E,16,1,558.90000000000,55890,CENTRAL VALLEY,1.00000000000,-118.96662000000,35.66755000000,M,26S,M26S28E16,M26S28E,15M26S28E16,5,15M26S28E
2599800.92744000023,6449.62368000000,108923.00000000000,110229.00000000000,15,M26S,28E,15,1,558.90000000000,55890,CENTRAL VALLEY,1.00000000000,-118.94873000000,35.66743000000,M,26S,M26S28E15,M26S28E,15M26S28E15,5,15M26S28E
2380034.19762999984,6178.53886000000,108927.00000000000,110233.00000000000,15,M26S,28E,18,1,558.90000000000,55890,CENTRAL VALLEY,1.00000000000,-119.00156000000,35.66782000000,M,26S,M26S28E18,M26S28E,15M26S28E18,5,15M26S28E
2584480.27282000007,6430.77789000000,108928.00000000000,110234.00000000000,15,M26S,27E,13,1,558.90000000000,55890,CENTRAL VALLEY,1.00000000000,-119.01863000000,35.66788000000,M,26S,M26S27E13,M26S27E,15M26S27E13,5,15M26S27E
