AREA,PERIMETER,PLSNET_,PLSNET_ID,COUNTY_CD,MTOWN,RANGE,SECTION,SOURCE,HYDROAREA,BASIN,REGIONNAME,FRQ_SECNBA,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,REGION,CO_MTR
2630153.12681999989,6494.99225000000,106046.00000000000,107352.00000000000,15,M25S,40E,10,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.66033000000,35.77533000000,M,25S,M25S40E10,M25S40E,15M25S40E10,6,15M25S40E
2819116.80159999989,6737.51877000000,106047.00000000000,107354.00000000000,15,M25S,37E,03,0,624.20000000000,62420,LAHONTAN,1.00000000000,-117.98840000000,35.78172000000,M,25S,M25S37E03,M25S37E,15M25S37E03,6,15M25S37E
2570691.32774000010,6412.90570000000,106048.00000000000,107353.00000000000,15,M25S,36E,05,1,554.22000000000,55422,CENTRAL VALLEY,1.00000000000,-118.13949000000,35.78413000000,M,25S,M25S36E05,M25S36E,15M25S36E05,5,15M25S36E
2633372.69823999982,6491.84412000000,106055.00000000000,107361.00000000000,15,M25S,40E,09,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.67802000000,35.77536000000,M,25S,M25S40E09,M25S40E,15M25S40E09,6,15M25S40E
2569298.41262000008,6412.38892000000,106057.00000000000,107363.00000000000,15,M25S,36E,06,1,554.23000000000,55423,CENTRAL VALLEY,2.00000000000,-118.15726000000,35.78400000000,M,25S,M25S36E06,M25S36E,15M25S36E06,5,15M25S36E
2773936.32421000022,6683.83212000000,106061.00000000000,107367.00000000000,15,M25S,37E,02,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.96845000000,35.78094000000,M,25S,M25S37E02,M25S37E,15M25S37E02,6,15M25S37E
2634348.07348999986,6486.14018000000,106064.00000000000,107370.00000000000,15,M25S,40E,08,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.69570000000,35.77543000000,M,25S,M25S40E08,M25S40E,15M25S40E08,6,15M25S40E
2571229.15822000010,6415.07950000000,106067.00000000000,107374.00000000000,15,M25S,35E,01,1,554.23000000000,55423,CENTRAL VALLEY,1.00000000000,-118.17499000000,35.78382000000,M,25S,M25S35E01,M25S35E,15M25S35E01,5,15M25S35E
2746469.15016000019,6630.63520000000,106068.00000000000,107373.00000000000,15,M25S,40E,07,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.71361000000,35.77558000000,M,25S,M25S40E07,M25S40E,15M25S40E07,6,15M25S40E
2659458.66112999991,6537.46985000000,106074.00000000000,107380.00000000000,15,M25S,39E,12,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.73156000000,35.77574000000,M,25S,M25S39E12,M25S39E,15M25S39E12,6,15M25S39E
2729658.01330000022,6667.29901000000,106081.00000000000,107387.00000000000,15,M25S,37E,01,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.94856000000,35.78014000000,M,25S,M25S37E01,M25S37E,15M25S37E01,6,15M25S37E
2574540.86354999989,6419.80528000000,106089.00000000000,107395.00000000000,15,M25S,35E,02,1,554.23000000000,55423,CENTRAL VALLEY,1.00000000000,-118.19251000000,35.78359000000,M,25S,M25S35E02,M25S35E,15M25S35E02,5,15M25S35E
2636524.84386999998,6523.38323000000,106090.00000000000,107396.00000000000,15,M25S,39E,11,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.74939000000,35.77580000000,M,25S,M25S39E11,M25S39E,15M25S39E11,6,15M25S39E
2719520.24202999985,6596.88473000000,106100.00000000000,107406.00000000000,15,M25S,35E,03,1,554.23000000000,55423,CENTRAL VALLEY,1.00000000000,-118.21028000000,35.78334000000,M,25S,M25S35E03,M25S35E,15M25S35E03,5,15M25S35E
2631199.13195999991,6488.87021000000,106102.00000000000,107408.00000000000,15,M25S,39E,10,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.76734000000,35.77589000000,M,25S,M25S39E10,M25S39E,15M25S39E10,6,15M25S39E
2607542.52588000009,6459.62017000000,106110.00000000000,107416.00000000000,15,M25S,39E,09,1,624.20000000000,62420,LAHONTAN,1.00000000000,-117.78542000000,35.77599000000,M,25S,M25S39E09,M25S39E,15M25S39E09,6,15M25S39E
