AREA,PERIMETER,PLS16_,PLS16_ID,COUNTY_CD,MTOWN,RANGE,SECTION,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS
2608122.02240,6460.18958,202,14436686,16,M18S,20E,28,-119.80681,36.33628,M,18S,M18S20E28,M18S20E,16M18S20E28
9936.16731,3234.72420,203,14640306,16,M18S,18E,25,-119.95819,36.33635,M,18S,M18S18E25,M18S18E,16M18S18E25
2598657.18585,6442.68628,204,14640568,16,M18S,23E,32,-119.50111,36.32186,M,18S,M18S23E32,M18S23E,16M18S23E32
2638862.29468,6497.85032,205,14640571,16,M18S,23E,31,-119.51916,36.32190,M,18S,M18S23E31,M18S23E,16M18S23E31
2602785.86499,6453.47417,206,14640572,16,M18S,22E,36,-119.53715,36.32195,M,18S,M18S22E36,M18S22E,16M18S22E36
2542017.21738,6379.82790,207,14640576,16,M18S,23E,33,-119.48326,36.32167,M,18S,M18S23E33,M18S23E,16M18S23E33
2588380.72076,6435.54835,208,14436966,16,M18S,22E,35,-119.55499,36.32198,M,18S,M18S22E35,M18S22E,16M18S22E35
2589464.08829,6436.86274,209,14436973,16,M18S,22E,34,-119.57291,36.32191,M,18S,M18S22E34,M18S22E,16M18S22E34
2569263.75098,6411.79640,210,14436981,16,M18S,22E,33,-119.59090,36.32180,M,18S,M18S22E33,M18S22E,16M18S22E33
11039.89661,3198.76056,211,14640593,16,M18S,23E,34,-119.47434,36.32141,M,18S,M18S23E34,M18S23E,16M18S23E34
2596134.27657,6458.33334,212,14640596,16,M18S,19E,34,-119.89527,36.32226,M,18S,M18S19E34,M18S19E,16M18S19E34
2669660.11712,6535.82814,213,14640597,16,M18S,19E,35,-119.87727,36.32224,M,18S,M18S19E35,M18S19E,16M18S19E35
2608604.87489,6462.73720,214,14436987,16,M18S,19E,36,-119.85925,36.32215,M,18S,M18S19E36,M18S19E,16M18S19E36
2599339.38358,6449.20745,215,14436991,16,M18S,22E,32,-119.60892,36.32169,M,18S,M18S22E32,M18S22E,16M18S22E32
2603921.31149,6449.02487,216,14436996,16,M18S,22E,31,-119.62697,36.32162,M,18S,M18S22E31,M18S22E,16M18S22E31
2586447.23460,6433.11055,217,14436998,16,M18S,21E,35,-119.66293,36.32173,M,18S,M18S21E35,M18S21E,16M18S21E35
2611947.97015,6465.49788,218,14436999,16,M18S,21E,36,-119.64498,36.32167,M,18S,M18S21E36,M18S21E,16M18S21E36
2652107.83070,6514.39611,219,14437000,16,M18S,21E,34,-119.68100,36.32175,M,18S,M18S21E34,M18S21E,16M18S21E34
2593675.65491,6442.14339,220,14437001,16,M18S,21E,33,-119.69910,36.32173,M,18S,M18S21E33,M18S21E,16M18S21E33
2604764.06110,6455.82002,221,14437002,16,M18S,21E,32,-119.71703,36.32172,M,18S,M18S21E32,M18S21E,16M18S21E32
2636104.48619,6494.54576,222,14437003,16,M18S,20E,34,-119.78879,36.32180,M,18S,M18S20E34,M18S20E,16M18S20E34
2623930.24908,6480.44601,223,14437004,16,M18S,20E,35,-119.77080,36.32180,M,18S,M18S20E35,M18S20E,16M18S20E35
2601842.25307,6452.10280,224,14437006,16,M18S,20E,36,-119.75284,36.32177,M,18S,M18S20E36,M18S20E,16M18S20E36
2581717.47073,6422.99103,225,14640620,16,M18S,19E,33,-119.91322,36.32202,M,18S,M18S19E33,M18S19E,16M18S19E33
2576093.16568,6420.13687,226,14437011,16,M18S,21E,31,-119.73494,36.32171,M,18S,M18S21E31,M18S21E,16M18S21E31
2598150.27022,6447.25988,227,14437012,16,M18S,20E,33,-119.80675,36.32178,M,18S,M18S20E33,M18S20E,16M18S20E33
2593755.16111,6446.37264,228,14640624,16,M18S,19E,32,-119.93118,36.32191,M,18S,M18S19E32,M18S19E,16M18S19E32
2603055.44203,6452.33181,229,14640633,16,M18S,19E,31,-119.94913,36.32183,M,18S,M18S19E31,M18S19E,16M18S19E31
3375.76753,2366.72306,230,14640634,16,M18S,18E,36,-119.95814,36.32354,M,18S,M18S18E36,M18S18E,16M18S18E36
2389987.46645,6187.32287,231,14437024,16,M18S,20E,31,-119.84191,36.32179,M,18S,M18S20E31,M18S20E,16M18S20E31
2557663.71391,6398.77228,232,14437025,16,M18S,20E,32,-119.82463,36.32172,M,18S,M18S20E32,M18S20E,16M18S20E32
2875927.80188,6800.36035,233,14640900,16,M19S,23E,05,-119.50089,36.30681,M,19S,M19S23E05,M19S23E,16M19S23E05
2789554.45285,6693.17684,234,14640901,16,M19S,23E,04,-119.48282,36.30673,M,19S,M19S23E04,M19S23E,16M19S23E04
2743932.37479,6632.29796,235,14640913,16,M19S,23E,06,-119.51913,36.30689,M,19S,M19S23E06,M19S23E,16M19S23E06
2646030.41223,6506.80229,236,14640916,16,M19S,22E,01,-119.53717,36.30714,M,19S,M19S22E01,M19S22E,16M19S22E01
2684575.65598,6554.96675,237,14437308,16,M19S,22E,02,-119.55506,36.30718,M,19S,M19S22E02,M19S22E,16M19S22E02
2686947.19427,6558.08015,238,14437309,16,M19S,22E,03,-119.57299,36.30716,M,19S,M19S22E03,M19S22E,16M19S22E03
2433.95645,2678.57662,239,14640921,16,M19S,23E,03,-119.47397,36.30809,M,19S,M19S23E03,M19S23E,16M19S23E03
2688898.35172,6560.45487,240,14437312,16,M19S,22E,04,-119.59093,36.30716,M,19S,M19S22E04,M19S22E,16M19S22E04
2684729.17792,6554.73409,241,14437319,16,M19S,22E,05,-119.60890,36.30708,M,19S,M19S22E05,M19S22E,16M19S22E05
2649884.25978,6516.87874,242,14437326,16,M19S,22E,06,-119.62692,36.30704,M,19S,M19S22E06,M19S22E,16M19S22E06
2601188.79755,6449.49629,243,14640940,16,M19S,19E,04,-119.91317,36.30760,M,19S,M19S19E04,M19S19E,16M19S19E04
2612996.03838,6465.85809,244,14640941,16,M19S,19E,03,-119.89523,36.30756,M,19S,M19S19E03,M19S19E,16M19S19E03
2692803.62817,6566.82842,245,14437331,16,M19S,21E,02,-119.66285,36.30688,M,19S,M19S21E02,M19S21E,16M19S21E02
2681632.93665,6551.36482,246,14437332,16,M19S,21E,01,-119.64494,36.30687,M,19S,M19S21E01,M19S21E,16M19S21E01
2711329.96943,6590.82017,247,14640944,16,M19S,19E,02,-119.87723,36.30719,M,19S,M19S19E02,M19S19E,16M19S19E02
2751445.14960,6637.87451,248,14437334,16,M19S,19E,01,-119.85924,36.30714,M,19S,M19S19E01,M19S19E,16M19S19E01
2826338.78476,6725.04220,249,14437335,16,M19S,21E,03,-119.68103,36.30692,M,19S,M19S21E03,M19S21E,16M19S21E03
2691504.98105,6564.55219,250,14437337,16,M19S,21E,04,-119.69925,36.30694,M,19S,M19S21E04,M19S21E,16M19S21E04
2706086.43224,6581.55908,251,14437340,16,M19S,21E,05,-119.71717,36.30691,M,19S,M19S21E05,M19S21E,16M19S21E05
2596001.87846,6452.62213,252,14640952,16,M19S,19E,05,-119.93116,36.30748,M,19S,M19S19E05,M19S19E,16M19S19E05
2720513.06212,6571.06043,253,14437342,16,M19S,20E,01,-119.75285,36.30687,M,19S,M19S20E01,M19S20E,16M19S20E01
2625367.35347,6483.64247,254,14437343,16,M19S,21E,06,-119.73502,36.30695,M,19S,M19S21E06,M19S21E,16M19S21E06
2743786.24759,6628.64470,255,14437345,16,M19S,20E,02,-119.77083,36.30687,M,19S,M19S20E02,M19S20E,16M19S20E02
2588945.07486,6447.26767,256,14437346,16,M19S,20E,06,-119.84184,36.30697,M,19S,M19S20E06,M19S20E,16M19S20E06
2711184.18707,6589.96801,257,14437347,16,M19S,20E,05,-119.82451,36.30694,M,19S,M19S20E05,M19S20E,16M19S20E05
2735113.31630,6618.05028,258,14437349,16,M19S,20E,03,-119.78882,36.30687,M,19S,M19S20E03,M19S20E,16M19S20E03
2711094.80573,6588.25189,259,14437352,16,M19S,20E,04,-119.80672,36.30688,M,19S,M19S20E04,M19S20E,16M19S20E04
2581316.13077,6426.98583,260,14640970,16,M19S,19E,06,-119.94913,36.30730,M,19S,M19S19E06,M19S19E,16M19S19E06
2584818.05661,6433.50765,261,14641262,16,M19S,22E,12,-119.53721,36.29249,M,19S,M19S22E12,M19S22E,16M19S22E12
2652241.69653,6521.02408,262,14641263,16,M19S,23E,07,-119.51904,36.29242,M,19S,M19S23E07,M19S23E,16M19S23E07
2604552.33289,6455.56860,263,14437658,16,M19S,22E,10,-119.57305,36.29234,M,19S,M19S22E10,M19S22E,16M19S22E10
2602726.96588,6453.37726,264,14641270,16,M19S,22E,11,-119.55510,36.29232,M,19S,M19S22E11,M19S22E,16M19S22E11
2610929.42232,6464.75349,265,14641272,16,M19S,19E,09,-119.91315,36.29298,M,19S,M19S19E09,M19S19E,16M19S19E09
2617045.01359,6470.53822,266,14641273,16,M19S,19E,10,-119.89522,36.29294,M,19S,M19S19E10,M19S19E,16M19S19E10
2604181.60687,6455.81080,267,14437663,16,M19S,22E,09,-119.59099,36.29232,M,19S,M19S22E09,M19S22E,16M19S22E09
2621943.75926,6474.60190,268,14641276,16,M19S,19E,08,-119.93112,36.29294,M,19S,M19S19E08,M19S19E,16M19S19E08
2597724.38556,6447.87295,269,14437668,16,M19S,21E,12,-119.64497,36.29226,M,19S,M19S21E12,M19S21E,16M19S21E12
2628201.64159,6480.65722,270,14437669,16,M19S,22E,07,-119.62694,36.29232,M,19S,M19S22E07,M19S22E,16M19S22E07
2601615.75101,6451.71540,271,14437671,16,M19S,22E,08,-119.60892,36.29226,M,19S,M19S22E08,M19S22E,16M19S22E08
2553545.77168,6398.93586,272,14641283,16,M19S,19E,11,-119.87727,36.29279,M,19S,M19S19E11,M19S19E,16M19S19E11
2600702.82377,6450.74334,273,14641286,16,M19S,19E,07,-119.94910,36.29287,M,19S,M19S19E07,M19S19E,16M19S19E07
2613473.80359,6483.88628,274,14437681,16,M19S,20E,12,-119.75288,36.29234,M,19S,M19S20E12,M19S20E,16M19S20E12
2555409.50395,6397.11710,275,14437682,16,M19S,21E,07,-119.73502,36.29231,M,19S,M19S21E07,M19S21E,16M19S21E07
2654512.72174,6497.07089,276,14641297,16,M19S,23E,08,-119.50050,36.29166,M,19S,M19S23E08,M19S23E,16M19S23E08
2553163.98978,6390.78283,277,14641303,16,M19S,23E,09,-119.48235,36.29156,M,19S,M19S23E09,M19S23E,16M19S23E09
2556964.12184,6396.67279,278,14437699,16,M19S,21E,11,-119.66280,36.29200,M,19S,M19S21E11,M19S21E,16M19S21E11
2615697.57497,6471.10508,279,14437700,16,M19S,21E,08,-119.71725,36.29207,M,19S,M19S21E08,M19S21E,16M19S21E08
2592924.05811,6441.49644,280,14437701,16,M19S,21E,09,-119.69933,36.29205,M,19S,M19S21E09,M19S21E,16M19S21E09
2715270.93518,6592.56707,281,14437703,16,M19S,21E,10,-119.68102,36.29198,M,19S,M19S21E10,M19S21E,16M19S21E10
2528260.28632,6359.58267,282,14437712,16,M19S,19E,12,-119.85928,36.29226,M,19S,M19S19E12,M19S19E,16M19S19E12
2560798.86940,6404.98544,283,14437713,16,M19S,20E,10,-119.78893,36.29202,M,19S,M19S20E10,M19S20E,16M19S20E10
2562961.63893,6399.06843,284,14437714,16,M19S,20E,11,-119.77096,36.29199,M,19S,M19S20E11,M19S20E,16M19S20E11
2357131.92194,6142.00761,285,14437715,16,M19S,20E,07,-119.84183,36.29220,M,19S,M19S20E07,M19S20E,16M19S20E07
2519351.47057,6350.56328,286,14437716,16,M19S,20E,09,-119.80679,36.29204,M,19S,M19S20E09,M19S20E,16M19S20E09
2490076.85449,6312.46151,287,14437717,16,M19S,20E,08,-119.82452,36.29208,M,19S,M19S20E08,M19S20E,16M19S20E08
2487.99872,2349.12678,288,14641386,16,M19S,23E,10,-119.47348,36.28677,M,19S,M19S23E10,M19S23E,16M19S23E10
2668210.14606,6524.75373,289,14641608,16,M19S,22E,13,-119.53721,36.27800,M,19S,M19S22E13,M19S22E,16M19S22E13
2734698.97296,6624.34025,290,14641609,16,M19S,23E,18,-119.51889,36.27777,M,19S,M19S23E18,M19S23E,16M19S23E18
2642123.23563,6502.10626,291,14641617,16,M19S,22E,15,-119.57304,36.27782,M,19S,M19S22E15,M19S22E,16M19S22E15
2595171.22894,6444.58462,292,14641618,16,M19S,22E,14,-119.55514,36.27776,M,19S,M19S22E14,M19S22E,16M19S22E14
2637731.17065,6510.95901,293,14641621,16,M19S,23E,17,-119.50048,36.27738,M,19S,M19S23E17,M19S23E,16M19S23E17
2618107.35407,6474.58578,294,14641622,16,M19S,19E,16,-119.91319,36.27835,M,19S,M19S19E16,M19S19E,16M19S19E16
2627500.44337,6487.08335,295,14641623,16,M19S,19E,15,-119.89529,36.27823,M,19S,M19S19E15,M19S19E,16M19S19E15
2589226.18781,6436.53773,296,14641624,16,M19S,22E,17,-119.60896,36.27774,M,19S,M19S22E17,M19S22E,16M19S22E17
2606841.31116,6458.34183,297,14641625,16,M19S,22E,16,-119.59106,36.27772,M,19S,M19S22E16,M19S22E,16M19S22E16
2618342.85274,6473.44203,298,14641626,16,M19S,21E,13,-119.64500,36.27769,M,19S,M19S21E13,M19S21E,16M19S21E13
2653875.73088,6515.74934,299,14641627,16,M19S,22E,18,-119.62698,36.27775,M,19S,M19S22E18,M19S22E,16M19S22E18
2599832.56476,6447.44818,300,14641629,16,M19S,19E,17,-119.93111,36.27834,M,19S,M19S19E17,M19S19E,16M19S19E17
2608583.59270,6461.30018,301,14641630,16,M19S,19E,18,-119.94904,36.27831,M,19S,M19S19E18,M19S19E,16M19S19E18
2649606.53465,6481.47857,302,14641631,16,M19S,19E,14,-119.87740,36.27809,M,19S,M19S19E14,M19S19E,16M19S19E14
2532118.81076,6363.00464,303,14641634,16,M19S,23E,16,-119.48248,36.27719,M,19S,M19S23E16,M19S23E,16M19S23E16
1274.28558,1341.60076,304,14641635,16,M19S,23E,15,-119.47352,36.28235,M,19S,M19S23E15,M19S23E,16M19S23E15
2661766.18961,6527.62633,305,14438040,16,M19S,19E,13,-119.85925,36.27803,M,19S,M19S19E13,M19S19E,16M19S19E13
2652839.46005,6530.05208,306,14438041,16,M19S,20E,13,-119.75286,36.27772,M,19S,M19S20E13,M19S20E,16M19S20E13
2571203.34857,6416.75983,307,14438042,16,M19S,21E,18,-119.73492,36.27766,M,19S,M19S21E18,M19S21E,16M19S21E18
2420579.50504,6228.43238,308,14438043,16,M19S,20E,18,-119.84176,36.27793,M,19S,M19S20E18,M19S20E,16M19S20E18
2603604.44791,6454.83585,309,14438044,16,M19S,20E,17,-119.82455,36.27782,M,19S,M19S20E17,M19S20E,16M19S20E17
2580167.63094,6425.55959,310,14641657,16,M19S,21E,14,-119.66281,36.27750,M,19S,M19S21E14,M19S21E,16M19S21E14
2687585.77939,6558.58826,311,14438050,16,M19S,21E,15,-119.68099,36.27748,M,19S,M19S21E15,M19S21E,16M19S21E15
2580714.83557,6425.96751,312,14438051,16,M19S,21E,16,-119.69922,36.27748,M,19S,M19S21E16,M19S21E,16M19S21E16
2582234.93817,6428.15037,313,14438052,16,M19S,20E,16,-119.80679,36.27765,M,19S,M19S20E16,M19S20E,16M19S20E16
2615319.98669,6467.06049,314,14438053,16,M19S,21E,17,-119.71712,36.27744,M,19S,M19S21E17,M19S21E,16M19S21E17
2614302.15714,6467.61185,315,14438054,16,M19S,20E,15,-119.78896,36.27757,M,19S,M19S20E15,M19S20E,16M19S20E15
2619719.03897,6474.27529,316,14438056,16,M19S,20E,14,-119.77100,36.27753,M,19S,M19S20E14,M19S20E,16M19S20E14
5167.71670,2746.36908,317,14641703,16,M19S,18E,13,-119.95804,36.27394,M,19S,M19S18E13,M19S18E,16M19S18E13
17483.49222,3353.75712,318,14641949,16,M19S,23E,19,-119.52043,36.26944,M,19S,M19S23E19,M19S23E,16M19S23E19
7232.26965,3157.51163,319,14641955,16,M19S,23E,19,-119.52841,36.26335,M,19S,M19S23E19,M19S23E,16M19S23E19
2568456.76584,6411.14240,320,14641956,16,M19S,22E,24,-119.53741,36.26318,M,19S,M19S22E24,M19S22E,16M19S22E24
2563280.87628,6409.56241,321,14641957,16,M19S,22E,23,-119.55521,36.26316,M,19S,M19S22E23,M19S22E,16M19S22E23
2614054.88171,6467.38895,322,14641962,16,M19S,22E,21,-119.59100,36.26317,M,19S,M19S22E21,M19S22E,16M19S22E21
2611053.52136,6458.95323,323,14641963,16,M19S,22E,22,-119.57303,36.26311,M,19S,M19S22E22,M19S22E,16M19S22E22
1580.16852,3148.61648,324,14641966,16,M19S,23E,21,-119.47918,36.26909,M,19S,M19S23E21,M19S23E,16M19S23E21
2587684.24942,6434.65860,325,14641967,16,M19S,22E,20,-119.60889,36.26318,M,19S,M19S22E20,M19S22E,16M19S22E20
2620712.14316,6483.90752,326,14641968,16,M19S,19E,20,-119.93113,36.26362,M,19S,M19S19E20,M19S19E,16M19S19E20
2681514.87730,6542.93403,327,14641969,16,M19S,19E,21,-119.91323,36.26361,M,19S,M19S19E21,M19S19E,16M19S19E21
2418.30383,1227.17572,328,14641974,16,M19S,23E,20,-119.50762,36.26907,M,19S,M19S23E20,M19S23E,16M19S23E20
2618382.73318,6469.31411,329,14641975,16,M19S,19E,19,-119.94901,36.26374,M,19S,M19S19E19,M19S19E,16M19S19E19
2633748.84998,6493.40457,330,14641976,16,M19S,22E,19,-119.62690,36.26314,M,19S,M19S22E19,M19S22E,16M19S22E19
2574765.86679,6418.34754,331,14641978,16,M19S,19E,22,-119.89536,36.26360,M,19S,M19S19E22,M19S19E,16M19S19E22
8458.00949,3245.62375,332,14641979,16,M19S,18E,24,-119.95805,36.26373,M,19S,M19S18E24,M19S18E,16M19S18E24
2587053.88068,6433.87685,333,14641986,16,M19S,21E,24,-119.64497,36.26309,M,19S,M19S21E24,M19S21E,16M19S21E24
2581118.76056,6446.75953,334,14641989,16,M19S,19E,23,-119.87753,36.26356,M,19S,M19S19E23,M19S19E,16M19S19E23
2684847.57572,6556.81276,335,14438379,16,M19S,19E,24,-119.85921,36.26358,M,19S,M19S19E24,M19S19E,16M19S19E24
2678054.85034,6547.88095,336,14438385,16,M19S,20E,24,-119.75279,36.26309,M,19S,M19S20E24,M19S20E,16M19S20E24
2562142.76668,6404.15625,337,14438386,16,M19S,21E,19,-119.73480,36.26312,M,19S,M19S21E19,M19S21E,16M19S21E19
2342735.27206,6127.24916,338,14438387,16,M19S,20E,19,-119.84165,36.26344,M,19S,M19S20E19,M19S20E,16M19S20E19
2584112.54932,6429.61982,339,14641999,16,M19S,21E,23,-119.66290,36.26293,M,19S,M19S21E23,M19S21E,16M19S21E23
2547023.12409,6384.44828,340,14438390,16,M19S,20E,20,-119.82453,36.26327,M,19S,M19S20E20,M19S20E,16M19S20E20
2593930.54004,6442.38393,341,14438391,16,M19S,21E,21,-119.69910,36.26299,M,19S,M19S21E21,M19S21E,16M19S21E21
2642650.89618,6503.59660,342,14438392,16,M19S,21E,22,-119.68100,36.26297,M,19S,M19S21E22,M19S21E,16M19S21E22
2581617.40887,6427.01030,343,14438395,16,M19S,21E,20,-119.71701,36.26296,M,19S,M19S21E20,M19S21E,16M19S21E20
2559349.87451,6399.14128,344,14438397,16,M19S,20E,21,-119.80676,36.26305,M,19S,M19S20E21,M19S20E,16M19S20E21
2603393.64120,6454.36018,345,14438399,16,M19S,20E,22,-119.78893,36.26298,M,19S,M19S20E22,M19S20E,16M19S20E22
2624310.06201,6479.97263,346,14438400,16,M19S,20E,23,-119.77097,36.26294,M,19S,M19S20E23,M19S20E,16M19S20E23
2633739.69791,6482.89074,347,14642285,16,M19S,22E,25,-119.53738,36.24889,M,19S,M19S22E25,M19S22E,16M19S22E25
941.42938,2904.65165,348,14642286,16,M19S,23E,30,-119.52834,36.25292,M,19S,M19S23E30,M19S23E,16M19S23E30
2560632.37671,6412.09511,349,14642296,16,M19S,22E,26,-119.55532,36.24870,M,19S,M19S22E26,M19S22E,16M19S22E26
2552607.14429,6390.97567,350,14642302,16,M19S,22E,27,-119.57311,36.24862,M,19S,M19S22E27,M19S22E,16M19S22E27
2603985.77377,6459.51111,351,14642303,16,M19S,22E,29,-119.60882,36.24859,M,19S,M19S22E29,M19S22E,16M19S22E29
2567840.75366,6405.89857,352,14642304,16,M19S,22E,28,-119.59094,36.24859,M,19S,M19S22E28,M19S22E,16M19S22E28
2638417.30341,6502.57315,353,14642305,16,M19S,22E,30,-119.62685,36.24859,M,19S,M19S22E30,M19S22E,16M19S22E30
2785984.96854,6693.91400,354,14438696,16,M19S,19E,25,-119.85911,36.24889,M,19S,M19S19E25,M19S19E,16M19S19E25
2428595.08329,6241.03648,355,14438697,16,M19S,20E,30,-119.84161,36.24890,M,19S,M19S20E30,M19S20E,16M19S20E30
2610591.54347,6462.75861,356,14642309,16,M19S,19E,30,-119.94908,36.24918,M,19S,M19S19E30,M19S19E,16M19S19E30
2550860.49117,6387.65989,357,14642310,16,M19S,19E,29,-119.93117,36.24917,M,19S,M19S19E29,M19S19E,16M19S19E29
4315.08109,2397.90534,358,14642312,16,M19S,18E,25,-119.95811,36.25083,M,19S,M19S18E25,M19S18E,16M19S18E25
2622687.22040,6472.71939,359,14642319,16,M19S,21E,25,-119.64494,36.24854,M,19S,M19S21E25,M19S21E,16M19S21E25
2655011.08763,6515.44706,360,14642322,16,M19S,19E,26,-119.87746,36.24889,M,19S,M19S19E26,M19S19E,16M19S19E26
2605602.58224,6456.93711,361,14438716,16,M19S,20E,29,-119.82448,36.24881,M,19S,M19S20E29,M19S20E,16M19S20E29
2582490.11359,6416.22766,362,14642328,16,M19S,19E,27,-119.89546,36.24897,M,19S,M19S19E27,M19S19E,16M19S19E27
2619407.05858,6479.42365,363,14642329,16,M19S,21E,26,-119.66294,36.24845,M,19S,M19S21E26,M19S21E,16M19S21E26
2562206.34932,6411.40270,364,14642331,16,M19S,19E,28,-119.91333,36.24894,M,19S,M19S19E28,M19S19E,16M19S19E28
2634316.86848,6484.26955,365,14438724,16,M19S,21E,27,-119.68098,36.24839,M,19S,M19S21E27,M19S21E,16M19S21E27
2639831.15045,6503.44733,366,14438725,16,M19S,21E,28,-119.69904,36.24840,M,19S,M19S21E28,M19S21E,16M19S21E28
2597537.92621,6445.74975,367,14438726,16,M19S,20E,28,-119.80663,36.24863,M,19S,M19S20E28,M19S20E,16M19S20E28
2701407.54088,6570.85988,368,14438727,16,M19S,20E,25,-119.75275,36.24836,M,19S,M19S20E25,M19S20E,16M19S20E25
2597266.95499,6448.53787,369,14438728,16,M19S,21E,30,-119.73473,36.24841,M,19S,M19S21E30,M19S21E,16M19S21E30
2604328.63470,6458.37902,370,14438729,16,M19S,21E,29,-119.71696,36.24842,M,19S,M19S21E29,M19S21E,16M19S21E29
2597517.00206,6454.46988,371,14438731,16,M19S,20E,27,-119.78876,36.24838,M,19S,M19S20E27,M19S20E,16M19S20E27
2628978.69647,6487.37643,372,14438733,16,M19S,20E,26,-119.77088,36.24825,M,19S,M19S20E26,M19S20E,16M19S20E26
2562672.53387,6404.88789,373,14642618,16,M19S,22E,36,-119.53729,36.23438,M,19S,M19S22E36,M19S22E,16M19S22E36
1230.52936,3192.59689,374,14642619,16,M19S,23E,31,-119.52831,36.23434,M,19S,M19S23E31,M19S23E,16M19S23E31
2570283.44418,6413.14401,375,14642624,16,M19S,22E,35,-119.55527,36.23427,M,19S,M19S22E35,M19S22E,16M19S22E35
2555458.04105,6393.15750,376,14642626,16,M19S,22E,34,-119.57317,36.23423,M,19S,M19S22E34,M19S22E,16M19S22E34
2569661.12677,6412.30042,377,14642629,16,M19S,22E,33,-119.59097,36.23417,M,19S,M19S22E33,M19S22E,16M19S22E33
2590973.68500,6438.95674,378,14642632,16,M19S,22E,32,-119.60887,36.23410,M,19S,M19S22E32,M19S22E,16M19S22E32
2607947.41404,6453.40026,379,14642635,16,M19S,19E,32,-119.93119,36.23459,M,19S,M19S19E32,M19S19E,16M19S19E32
2577224.82319,6421.44652,380,14642636,16,M19S,19E,33,-119.91334,36.23458,M,19S,M19S19E33,M19S19E,16M19S19E33
2600105.74165,6450.09394,381,14642638,16,M19S,19E,31,-119.94908,36.23461,M,19S,M19S19E31,M19S19E,16M19S19E31
2606861.94180,6461.09125,382,14642642,16,M19S,22E,31,-119.62688,36.23402,M,19S,M19S22E31,M19S22E,16M19S22E31
2591303.75571,6440.32305,383,14642648,16,M19S,21E,36,-119.64490,36.23400,M,19S,M19S21E36,M19S21E,16M19S21E36
2584662.89941,6427.23790,384,14642653,16,M19S,19E,34,-119.89546,36.23448,M,19S,M19S19E34,M19S19E,16M19S19E34
2606859.38822,6454.66388,385,14642654,16,M19S,19E,35,-119.87751,36.23428,M,19S,M19S19E35,M19S19E,16M19S19E35
2595038.47903,6442.76007,386,14642657,16,M19S,21E,35,-119.66288,36.23390,M,19S,M19S21E35,M19S21E,16M19S21E35
2456316.80134,6274.48485,387,14439048,16,M19S,20E,31,-119.84179,36.23421,M,19S,M19S20E31,M19S20E,16M19S20E31
2582222.94602,6428.13229,388,14439049,16,M19S,20E,32,-119.82442,36.23419,M,19S,M19S20E32,M19S20E,16M19S20E32
2608028.37326,6460.81525,389,14439051,16,M19S,21E,34,-119.68086,36.23378,M,19S,M19S21E34,M19S21E,16M19S21E34
2649688.89094,6516.48841,390,14439052,16,M19S,19E,36,-119.85938,36.23410,M,19S,M19S19E36,M19S19E,16M19S19E36
2597147.02118,6446.42951,391,14439053,16,M19S,20E,33,-119.80650,36.23408,M,19S,M19S20E33,M19S20E,16M19S20E33
2631071.99127,6488.34024,392,14439055,16,M19S,21E,33,-119.69888,36.23377,M,19S,M19S21E33,M19S21E,16M19S21E33
2557602.18636,6398.15951,393,14439057,16,M19S,20E,34,-119.78851,36.23400,M,19S,M19S20E34,M19S20E,16M19S20E34
2600367.99974,6450.51356,394,14439058,16,M19S,21E,31,-119.73470,36.23375,M,19S,M19S21E31,M19S21E,16M19S21E31
2607624.98389,6459.60199,395,14439059,16,M19S,21E,32,-119.71685,36.23377,M,19S,M19S21E32,M19S21E,16M19S21E32
2615863.66859,6467.49643,396,14439061,16,M19S,20E,36,-119.75266,36.23371,M,19S,M19S20E36,M19S20E,16M19S20E36
2535408.26355,6370.47044,397,14439063,16,M19S,20E,35,-119.77063,36.23374,M,19S,M19S20E35,M19S20E,16M19S20E35
2670375.22403,6537.82439,398,14642945,16,M20S,22E,01,-119.53727,36.21970,M,20S,M20S22E01,M20S22E,16M20S22E01
23.06964,437.68037,399,14642946,16,M20S,23E,06,-119.52834,36.22591,M,20S,M20S23E06,M20S23E,16M20S23E06
2685657.81259,6556.17151,400,14642948,16,M20S,22E,02,-119.55518,36.21972,M,20S,M20S22E02,M20S22E,16M20S22E02
2656603.91666,6520.93853,401,14642954,16,M20S,22E,03,-119.57307,36.21960,M,20S,M20S22E03,M20S22E,16M20S22E03
2694590.90851,6566.99386,402,14642956,16,M20S,22E,04,-119.59096,36.21946,M,20S,M20S22E04,M20S22E,16M20S22E04
2674418.48947,6542.29602,403,14642958,16,M20S,22E,05,-119.60893,36.21945,M,20S,M20S22E05,M20S22E,16M20S22E05
2630384.41174,6486.64578,404,14642962,16,M20S,22E,06,-119.62692,36.21949,M,20S,M20S22E06,M20S22E,16M20S22E06
2817181.16264,6720.11214,405,14642968,16,M20S,19E,06,-119.94904,36.21954,M,20S,M20S19E06,M20S19E,16M20S19E06
2820874.09373,6729.44902,406,14642972,16,M20S,19E,05,-119.93113,36.21950,M,20S,M20S19E05,M20S19E,16M20S19E05
2789160.42316,6692.13420,407,14642973,16,M20S,19E,04,-119.91329,36.21946,M,20S,M20S19E04,M20S19E,16M20S19E04
2605188.85440,6455.47447,408,14642975,16,M20S,21E,01,-119.64489,36.21946,M,20S,M20S21E01,M20S21E,16M20S21E01
