AREA,PERIMETER,PLS54_,PLS54_ID,COUNTY_CD,MTOWN,RANGE,SECTION,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,CO_MTR
2282840.31219,6326.34495,2,86370,54,M14S,33E,03,-118.37124,36.74753,M,14S,M14S33E03,M14S33E,54M14S33E03,54M14S33E
2607249.02541,6459.04515,3,86380,54,M14S,33E,04,-118.38944,36.74760,M,14S,M14S33E04,M14S33E,54M14S33E04,54M14S33E
2569752.41188,6411.80778,4,86395,54,M14S,33E,05,-118.40753,36.74761,M,14S,M14S33E05,M14S33E,54M14S33E05,54M14S33E
2614208.16876,6462.86034,5,86410,54,M14S,33E,06,-118.42572,36.74762,M,14S,M14S33E06,M14S33E,54M14S33E06,54M14S33E
556401.85125,3893.33005,6,86509,54,M14S,33E,02,-118.35752,36.74203,M,14S,M14S33E02,M14S33E,54M14S33E02,54M14S33E
2572305.91960,6415.34053,7,86550,54,M14S,32E,01,-118.44398,36.73865,M,14S,M14S32E01,M14S32E,54M14S32E01,54M14S32E
2540143.21691,6375.11498,8,86555,54,M14S,32E,02,-118.46192,36.73865,M,14S,M14S32E02,M14S32E,54M14S32E02,54M14S32E
2611036.69274,6463.63630,9,86560,54,M14S,32E,03,-118.47998,36.73868,M,14S,M14S32E03,M14S32E,54M14S32E03,54M14S32E
2552461.93672,6390.67012,10,86562,54,M14S,32E,04,-118.49805,36.73870,M,14S,M14S32E04,M14S32E,54M14S32E04,54M14S32E
2609687.81602,6461.94667,11,86565,54,M14S,32E,05,-118.51609,36.73873,M,14S,M14S32E05,M14S32E,54M14S32E05,54M14S32E
4152277.30997,8377.76775,12,86571,54,M14S,32E,06,-118.53973,36.73874,M,14S,M14S32E06,M14S32E,54M14S32E06,54M14S32E
2437081.17521,6181.98565,13,86661,54,M14S,33E,11,-118.35314,36.73299,M,14S,M14S33E11,M14S33E,54M14S33E11,54M14S33E
2612984.42053,6465.96873,14,86667,54,M14S,33E,10,-118.37128,36.73305,M,14S,M14S33E10,M14S33E,54M14S33E10,54M14S33E
2614866.65917,6468.23913,15,86675,54,M14S,33E,09,-118.38947,36.73308,M,14S,M14S33E09,M14S33E,54M14S33E09,54M14S33E
2596520.28222,6445.55172,16,86683,54,M14S,33E,08,-118.40755,36.73311,M,14S,M14S33E08,M14S33E,54M14S33E08,54M14S33E
2664409.98669,6529.32550,17,86688,54,M14S,33E,07,-118.42575,36.73313,M,14S,M14S33E07,M14S33E,54M14S33E07,54M14S33E
1499991.22481,5018.04274,18,86740,54,M14S,31E,01,-118.56278,36.73560,M,14S,M14S31E01,M14S31E,54M14S31E01,54M14S31E
1565969.71287,5179.68232,19,86744,54,M14S,31E,02,-118.58048,36.73558,M,14S,M14S31E02,M14S31E,54M14S31E02,54M14S31E
1533582.08892,5102.51440,20,86753,54,M14S,31E,04,-118.61659,36.73552,M,14S,M14S31E04,M14S31E,54M14S31E04,54M14S31E
1544804.00587,5144.15254,21,86754,54,M14S,31E,03,-118.59867,36.73540,M,14S,M14S31E03,M14S31E,54M14S31E03,54M14S31E
1566970.39631,5175.57725,22,86757,54,M14S,31E,05,-118.63455,36.73549,M,14S,M14S31E05,M14S31E,54M14S31E05,54M14S31E
1453460.02070,4955.50418,23,86763,54,M14S,31E,06,-118.65203,36.73546,M,14S,M14S31E06,M14S31E,54M14S31E06,54M14S31E
1889427.47257,5600.52516,24,86765,54,M14S,30E,01,-118.66985,36.73474,M,14S,M14S30E01,M14S30E,54M14S30E01,54M14S30E
17054.31250,3209.59971,25,86766,54,M13S,30E,34,-118.70178,36.73958,M,13S,M13S30E34,M13S30E,54M13S30E34,54M13S30E
1796.08372,362.04508,26,86767,54,M13S,30E,35,-118.69631,36.73948,M,13S,M13S30E35,M13S30E,54M13S30E35,54M13S30E
1858501.83567,5524.11771,27,86769,54,M14S,30E,02,-118.68809,36.73480,M,14S,M14S30E02,M14S30E,54M14S30E02,54M14S30E
1871197.91186,5553.79595,28,86774,54,M14S,30E,03,-118.70616,36.73494,M,14S,M14S30E03,M14S30E,54M14S30E03,54M14S30E
1860321.41609,5581.41457,29,86773,54,M14S,30E,04,-118.72468,36.73527,M,14S,M14S30E04,M14S30E,54M14S30E04,54M14S30E
1804335.24880,5498.81716,30,86778,54,M14S,30E,05,-118.74330,36.73536,M,14S,M14S30E05,M14S30E,54M14S30E05,54M14S30E
1706176.79008,5394.76173,31,86782,54,M14S,30E,06,-118.76105,36.73518,M,14S,M14S30E06,M14S30E,54M14S30E06,54M14S30E
2374568.15056,6198.00830,32,86784,54,M14S,28E,05,-118.95600,36.73524,M,14S,M14S28E05,M14S28E,54M14S28E05,54M14S28E
2376122.83857,6137.57489,33,86785,54,M14S,28E,04,-118.93824,36.73559,M,14S,M14S28E04,M14S28E,54M14S28E04,54M14S28E
1655131.58578,5264.62419,34,86786,54,M14S,29E,01,-118.77772,36.73508,M,14S,M14S29E01,M14S29E,54M14S29E01,54M14S29E
2474197.44736,6302.69906,35,86787,54,M14S,28E,06,-118.97325,36.73533,M,14S,M14S28E06,M14S28E,54M14S28E06,54M14S28E
2351824.83851,6155.03461,36,86788,54,M14S,28E,03,-118.91994,36.73534,M,14S,M14S28E03,M14S28E,54M14S28E03,54M14S28E
2191373.62926,5963.16598,37,86789,54,M14S,28E,02,-118.90230,36.73522,M,14S,M14S28E02,M14S28E,54M14S28E02,54M14S28E
2240344.22388,5986.77422,38,86791,54,M14S,28E,01,-118.88477,36.73505,M,14S,M14S28E01,M14S28E,54M14S28E01,54M14S28E
2007408.71887,5829.89106,39,86793,54,M14S,29E,02,-118.79535,36.73489,M,14S,M14S29E02,M14S29E,54M14S29E02,54M14S29E
7111.24606,1680.50810,40,86794,54,M13S,29E,31,-118.86170,36.74017,M,13S,M13S29E31,M13S29E,54M13S29E31,54M13S29E
2024700.30816,5756.49578,41,86795,54,M14S,29E,06,-118.86738,36.73484,M,14S,M14S29E06,M14S29E,54M14S29E06,54M14S29E
2112520.18816,5940.83167,42,86796,54,M14S,29E,05,-118.84990,36.73480,M,14S,M14S29E05,M14S29E,54M14S29E05,54M14S29E
1981680.16938,5819.76937,43,86801,54,M14S,29E,03,-118.81410,36.73470,M,14S,M14S29E03,M14S29E,54M14S29E03,54M14S29E
1955496.47989,5735.02622,44,86804,54,M14S,29E,04,-118.83214,36.73456,M,14S,M14S29E04,M14S29E,54M14S29E04,54M14S29E
355206.60929,2728.17918,45,86806,54,M14S,33E,12,-118.34102,36.72753,M,14S,M14S33E12,M14S33E,54M14S33E12,54M14S33E
2593701.36132,6441.99032,46,86841,54,M14S,32E,12,-118.44398,36.72421,M,14S,M14S32E12,M14S32E,54M14S32E12,54M14S32E
2568579.95032,6410.84933,47,86846,54,M14S,32E,11,-118.46193,36.72422,M,14S,M14S32E11,M14S32E,54M14S32E11,54M14S32E
2634067.86231,6492.00182,48,86849,54,M14S,32E,10,-118.48000,36.72422,M,14S,M14S32E10,M14S32E,54M14S32E10,54M14S32E
2571460.91492,6414.54241,49,86854,54,M14S,32E,09,-118.49805,36.72423,M,14S,M14S32E09,M14S32E,54M14S32E09,54M14S32E
2636769.33668,6495.28155,50,86856,54,M14S,32E,08,-118.51609,36.72423,M,14S,M14S32E08,M14S32E,54M14S32E08,54M14S32E
4181559.10352,8400.40687,51,86861,54,M14S,32E,07,-118.53968,36.72423,M,14S,M14S32E07,M14S32E,54M14S32E07,54M14S32E
2494718.40845,6320.37299,52,86867,54,M14S,31E,12,-118.56274,36.72421,M,14S,M14S31E12,M14S31E,54M14S31E12,54M14S31E
2645934.11024,6506.53422,53,86869,54,M14S,31E,11,-118.58047,36.72421,M,14S,M14S31E11,M14S31E,54M14S31E11,54M14S31E
2625010.19489,6480.84220,54,86873,54,M14S,31E,10,-118.59863,36.72419,M,14S,M14S31E10,M14S31E,54M14S31E10,54M14S31E
2590932.31579,6439.08435,55,86877,54,M14S,31E,09,-118.61658,36.72418,M,14S,M14S31E09,M14S31E,54M14S31E09,54M14S31E
2641163.79498,6500.73308,56,86880,54,M14S,31E,08,-118.63456,36.72416,M,14S,M14S31E08,M14S31E,54M14S31E08,54M14S31E
2628374.90802,6462.80386,57,86884,54,M14S,31E,07,-118.65265,36.72414,M,14S,M14S31E07,M14S31E,54M14S31E07,54M14S31E
2861528.90283,6769.58154,58,86918,54,M14S,30E,08,-118.74427,36.72336,M,14S,M14S30E08,M14S30E,54M14S30E08,54M14S30E
2697972.65203,6572.23251,59,86919,54,M14S,30E,09,-118.72529,36.72310,M,14S,M14S30E09,M14S30E,54M14S30E09,54M14S30E
1220286.81608,4619.36824,60,86928,54,M14S,33E,13,-118.33980,36.71864,M,14S,M14S33E13,M14S33E,54M14S33E13,54M14S33E
2687415.68256,6560.44456,61,86930,54,M14S,30E,12,-118.67069,36.72238,M,14S,M14S30E12,M14S30E,54M14S30E12,54M14S30E
2553316.62317,6392.13201,62,86931,54,M14S,33E,14,-118.35318,36.71867,M,14S,M14S33E14,M14S33E,54M14S33E14,54M14S33E
2628785.96557,6486.61932,63,86935,54,M14S,30E,07,-118.76305,36.72324,M,14S,M14S30E07,M14S30E,54M14S30E07,54M14S30E
2737813.62579,6620.04280,64,86936,54,M14S,30E,10,-118.70691,36.72256,M,14S,M14S30E10,M14S30E,54M14S30E10,54M14S30E
2672395.44031,6548.66597,65,86939,54,M14S,30E,11,-118.68872,36.72232,M,14S,M14S30E11,M14S30E,54M14S30E11,54M14S30E
2573965.87915,6417.88851,66,86942,54,M14S,33E,15,-118.37131,36.71868,M,14S,M14S33E15,M14S33E,54M14S33E15,54M14S33E
2568712.41528,6411.24182,67,86955,54,M14S,33E,16,-118.38949,36.71868,M,14S,M14S33E16,M14S33E,54M14S33E16,54M14S33E
2545637.91065,6382.13015,68,86967,54,M14S,33E,17,-118.40756,36.71868,M,14S,M14S33E17,M14S33E,54M14S33E17,54M14S33E
2347320.83898,6160.73069,69,86968,54,M14S,29E,12,-118.78008,36.72290,M,14S,M14S29E12,M14S29E,54M14S29E12,54M14S29E
2603908.24122,6455.55569,70,86978,54,M14S,33E,18,-118.42575,36.71868,M,14S,M14S33E18,M14S33E,54M14S33E18,54M14S33E
2703131.99926,6602.21713,71,86991,54,M14S,29E,11,-118.79763,36.72266,M,14S,M14S29E11,M14S29E,54M14S29E11,54M14S29E
2681159.43616,6553.12751,72,87029,54,M14S,29E,10,-118.81647,36.72237,M,14S,M14S29E10,M14S29E,54M14S29E10,54M14S29E
2466015.68189,6284.05468,73,87043,54,M14S,29E,09,-118.83450,36.72203,M,14S,M14S29E09,M14S29E,54M14S29E09,54M14S29E
2519219.36341,6349.40905,74,87052,54,M14S,29E,08,-118.85207,36.72194,M,14S,M14S29E08,M14S29E,54M14S29E08,54M14S29E
2184997.43934,5921.85426,75,87055,54,M14S,29E,07,-118.86887,36.72184,M,14S,M14S29E07,M14S29E,54M14S29E07,54M14S29E
2377836.41858,6169.74588,76,87060,54,M14S,28E,12,-118.88545,36.72181,M,14S,M14S28E12,M14S28E,54M14S28E12,54M14S28E
2459069.22821,6274.33409,77,87061,54,M14S,28E,11,-118.90308,36.72181,M,14S,M14S28E11,M14S28E,54M14S28E11,54M14S28E
2466168.30841,6281.70990,78,87063,54,M14S,28E,10,-118.92089,36.72183,M,14S,M14S28E10,M14S28E,54M14S28E10,54M14S28E
2567141.29944,6409.35855,79,87066,54,M14S,28E,09,-118.93882,36.72176,M,14S,M14S28E09,M14S28E,54M14S28E09,54M14S28E
2346387.46484,6184.26071,80,87067,54,M14S,28E,08,-118.95642,36.72176,M,14S,M14S28E08,M14S28E,54M14S28E08,54M14S28E
2385852.89946,6179.22910,81,87076,54,M14S,28E,07,-118.97371,36.72141,M,14S,M14S28E07,M14S28E,54M14S28E07,54M14S28E
2608639.42798,6460.54451,82,87129,54,M14S,32E,13,-118.44398,36.70968,M,14S,M14S32E13,M14S32E,54M14S32E13,54M14S32E
2584175.53369,6430.35520,83,87132,54,M14S,32E,14,-118.46194,36.70968,M,14S,M14S32E14,M14S32E,54M14S32E14,54M14S32E
2641323.04077,6500.88730,84,87137,54,M14S,32E,15,-118.48001,36.70967,M,14S,M14S32E15,M14S32E,54M14S32E15,54M14S32E
2574566.97949,6418.50208,85,87139,54,M14S,32E,16,-118.49805,36.70967,M,14S,M14S32E16,M14S32E,54M14S32E16,54M14S32E
2644438.80602,6504.72986,86,87143,54,M14S,32E,17,-118.51609,36.70966,M,14S,M14S32E17,M14S32E,54M14S32E17,54M14S32E
4161911.02545,8376.70911,87,87146,54,M14S,32E,18,-118.53963,36.70965,M,14S,M14S32E18,M14S32E,54M14S32E18,54M14S32E
2510268.70630,6339.25354,88,87152,54,M14S,31E,13,-118.56269,36.70961,M,14S,M14S31E13,M14S31E,54M14S31E13,54M14S31E
2634779.14227,6492.80879,89,87157,54,M14S,31E,14,-118.58047,36.70960,M,14S,M14S31E14,M14S31E,54M14S31E14,54M14S31E
2606989.73072,6458.53929,90,87161,54,M14S,31E,15,-118.59859,36.70957,M,14S,M14S31E15,M14S31E,54M14S31E15,54M14S31E
2594070.05377,6442.62385,91,87165,54,M14S,31E,16,-118.61656,36.70955,M,14S,M14S31E16,M14S31E,54M14S31E16,54M14S31E
2619244.45703,6473.66444,92,87168,54,M14S,31E,17,-118.63457,36.70952,M,14S,M14S31E17,M14S31E,54M14S31E17,54M14S31E
2612791.89191,6467.27966,93,87173,54,M14S,31E,18,-118.65264,36.70949,M,14S,M14S31E18,M14S31E,54M14S31E18,54M14S31E
825073.27850,3960.26816,94,87206,54,M14S,33E,24,-118.33902,36.70565,M,14S,M14S33E24,M14S33E,54M14S33E24,54M14S33E
2563594.90293,6283.02432,95,87212,54,M14S,33E,23,-118.35321,36.70424,M,14S,M14S33E23,M14S33E,54M14S33E23,54M14S33E
2641510.05567,6500.80366,96,87225,54,M14S,33E,22,-118.37134,36.70425,M,14S,M14S33E22,M14S33E,54M14S33E22,54M14S33E
2806121.68836,6705.86689,97,87228,54,M14S,30E,17,-118.74431,36.70872,M,14S,M14S30E17,M14S30E,54M14S30E17,54M14S30E
2554519.74438,6396.20722,98,87229,54,M14S,30E,16,-118.72578,36.70835,M,14S,M14S30E16,M14S30E,54M14S30E16,54M14S30E
2634795.07019,6492.88343,99,87236,54,M14S,33E,21,-118.38951,36.70425,M,14S,M14S33E21,M14S33E,54M14S33E21,54M14S33E
2762275.37451,6666.87222,100,87242,54,M14S,30E,14,-118.68976,36.70742,M,14S,M14S30E14,M14S30E,54M14S30E14,54M14S30E
2561612.16767,6415.83589,101,87243,54,M14S,30E,13,-118.67103,36.70773,M,14S,M14S30E13,M14S30E,54M14S30E13,54M14S30E
2608854.06543,6461.50221,102,87246,54,M14S,30E,18,-118.76310,36.70855,M,14S,M14S30E18,M14S30E,54M14S30E18,54M14S30E
2611091.01025,6463.62443,103,87251,54,M14S,33E,20,-118.40758,36.70425,M,14S,M14S33E20,M14S33E,54M14S33E20,54M14S33E
2658537.50317,6524.29640,104,87255,54,M14S,30E,15,-118.70807,36.70754,M,14S,M14S30E15,M14S30E,54M14S30E15,54M14S30E
2669510.94506,6535.52919,105,87265,54,M14S,33E,19,-118.42576,36.70425,M,14S,M14S33E19,M14S33E,54M14S33E19,54M14S33E
2520385.45411,6351.53472,106,87269,54,M14S,29E,13,-118.78093,36.70837,M,14S,M14S29E13,M14S29E,54M14S29E13,54M14S29E
2540663.82630,6377.73163,107,87292,54,M14S,29E,14,-118.79857,36.70814,M,14S,M14S29E14,M14S29E,54M14S29E14,54M14S29E
2670782.49140,6539.47092,108,87319,54,M14S,29E,15,-118.81674,36.70787,M,14S,M14S29E15,M14S29E,54M14S29E15,54M14S29E
2491190.10070,6315.46127,109,87333,54,M14S,29E,16,-118.83475,36.70769,M,14S,M14S29E16,M14S29E,54M14S29E16,54M14S29E
2536916.76678,6371.73868,110,87339,54,M14S,29E,17,-118.85234,36.70748,M,14S,M14S29E17,M14S29E,54M14S29E17,54M14S29E
2410055.90271,6219.38533,111,87341,54,M14S,29E,18,-118.86955,36.70760,M,14S,M14S29E18,M14S29E,54M14S29E18,54M14S29E
2389260.38336,6193.20946,112,87342,54,M14S,28E,13,-118.88625,36.70767,M,14S,M14S28E13,M14S28E,54M14S28E13,54M14S28E
2533986.61279,6368.46152,113,87343,54,M14S,28E,14,-118.90345,36.70777,M,14S,M14S28E14,M14S28E,54M14S28E14,54M14S28E
2480802.17822,6300.78711,114,87348,54,M14S,28E,15,-118.92108,36.70776,M,14S,M14S28E15,M14S28E,54M14S28E15,54M14S28E
2528473.38099,6363.18514,115,87351,54,M14S,28E,16,-118.93897,36.70779,M,14S,M14S28E16,M14S28E,54M14S28E16,54M14S28E
2315659.47028,6088.02975,116,87358,54,M14S,28E,17,-118.95664,36.70769,M,14S,M14S28E17,M14S28E,54M14S28E17,54M14S28E
2379957.18361,6172.36029,117,87360,54,M14S,28E,18,-118.97401,36.70771,M,14S,M14S28E18,M14S28E,54M14S28E18,54M14S28E
2649655.76367,6511.33551,118,87415,54,M14S,32E,24,-118.44397,36.69500,M,14S,M14S32E24,M14S32E,54M14S32E24,54M14S32E
2629504.67822,6487.02996,119,87418,54,M14S,32E,23,-118.46195,36.69500,M,14S,M14S32E23,M14S32E,54M14S32E23,54M14S32E
2680824.21753,6549.38944,120,87421,54,M14S,32E,22,-118.48002,36.69499,M,14S,M14S32E22,M14S32E,54M14S32E22,54M14S32E
2614264.51099,6468.55643,121,87425,54,M14S,32E,21,-118.49804,36.69498,M,14S,M14S32E21,M14S32E,54M14S32E21,54M14S32E
2691401.19654,6562.24824,122,87428,54,M14S,32E,20,-118.51610,36.69497,M,14S,M14S32E20,M14S32E,54M14S32E20,54M14S32E
4209670.86256,8405.82064,123,87434,54,M14S,32E,19,-118.53958,36.69496,M,14S,M14S32E19,M14S32E,54M14S32E19,54M14S32E
2569858.79669,6414.71310,124,87439,54,M14S,31E,24,-118.56264,36.69492,M,14S,M14S31E24,M14S31E,54M14S31E24,54M14S31E
2673148.71808,6540.11024,125,87442,54,M14S,31E,23,-118.58047,36.69490,M,14S,M14S31E23,M14S31E,54M14S31E23,54M14S31E
2641527.19409,6501.73832,126,87445,54,M14S,31E,22,-118.59855,36.69488,M,14S,M14S31E22,M14S31E,54M14S31E22,54M14S31E
2651402.37988,6513.74640,127,87450,54,M14S,31E,21,-118.61654,36.69485,M,14S,M14S31E21,M14S31E,54M14S31E21,54M14S31E
2655092.59937,6518.23544,128,87454,54,M14S,31E,20,-118.63458,36.69482,M,14S,M14S31E20,M14S31E,54M14S31E20,54M14S31E
2656139.95056,6519.35763,129,87458,54,M14S,31E,19,-118.65263,36.69478,M,14S,M14S31E19,M14S31E,54M14S31E19,54M14S31E
2655121.99682,6526.01964,130,87475,54,M14S,30E,24,-118.67111,36.69411,M,14S,M14S30E24,M14S30E,54M14S30E24,54M14S30E
157716.80214,2752.53287,131,87503,54,M14S,33E,26,-118.35542,36.69577,M,14S,M14S33E26,M14S33E,54M14S33E26,54M14S33E
2762876.82946,6652.06590,132,87511,54,M14S,30E,20,-118.74446,36.69424,M,14S,M14S30E20,M14S30E,54M14S30E20,54M14S30E
2479307.01196,6303.10496,133,87512,54,M14S,30E,21,-118.72616,36.69401,M,14S,M14S30E21,M14S30E,54M14S30E21,54M14S30E
2462816.93909,6656.76211,134,87516,54,M14S,33E,27,-118.37250,36.68971,M,14S,M14S33E27,M14S33E,54M14S33E27,54M14S33E
2597981.72119,6447.35681,135,87528,54,M14S,33E,28,-118.38954,36.68969,M,14S,M14S33E28,M14S33E,54M14S33E28,54M14S33E
2600151.09820,6450.28506,136,87534,54,M14S,30E,19,-118.76315,36.69406,M,14S,M14S30E19,M14S30E,54M14S30E19,54M14S30E
2611312.35547,6469.82071,137,87535,54,M14S,30E,23,-118.68997,36.69314,M,14S,M14S30E23,M14S30E,54M14S30E23,54M14S30E
2574695.92774,6418.34528,138,87543,54,M14S,33E,29,-118.40759,36.68970,M,14S,M14S33E29,M14S33E,54M14S33E29,54M14S33E
2512138.58203,6340.57287,139,87555,54,M14S,29E,24,-118.78102,36.69390,M,14S,M14S29E24,M14S29E,54M14S29E24,54M14S29E
2630632.68531,6488.30871,140,87556,54,M14S,33E,30,-118.42577,36.68969,M,14S,M14S33E30,M14S33E,54M14S33E30,54M14S33E
2521048.03248,6369.67833,141,87558,54,M14S,30E,22,-118.70843,36.69311,M,14S,M14S30E22,M14S30E,54M14S30E22,54M14S30E
2560356.80200,6401.56585,142,87570,54,M14S,29E,23,-118.79878,36.69373,M,14S,M14S29E23,M14S29E,54M14S29E23,54M14S29E
2618682.35584,6475.34402,143,87606,54,M14S,29E,22,-118.81700,36.69351,M,14S,M14S29E22,M14S29E,54M14S29E22,54M14S29E
2483831.08631,6304.96525,144,87625,54,M14S,29E,21,-118.83500,36.69326,M,14S,M14S29E21,M14S29E,54M14S29E21,54M14S29E
2519801.18738,6350.08782,145,87628,54,M14S,29E,20,-118.85261,36.69313,M,14S,M14S29E20,M14S29E,54M14S29E20,54M14S29E
2491257.18323,6314.03557,146,87632,54,M14S,29E,19,-118.87019,36.69316,M,14S,M14S29E19,M14S29E,54M14S29E19,54M14S29E
2303849.29620,6079.48617,147,87634,54,M14S,28E,24,-118.88702,36.69326,M,14S,M14S28E24,M14S28E,54M14S28E24,54M14S28E
2478449.18305,6298.06541,148,87635,54,M14S,28E,23,-118.90384,36.69336,M,14S,M14S28E23,M14S28E,54M14S28E23,54M14S28E
2488168.97772,6309.88623,149,87637,54,M14S,28E,22,-118.92134,36.69342,M,14S,M14S28E22,M14S28E,54M14S28E22,54M14S28E
2475436.72002,6295.06429,150,87638,54,M14S,28E,20,-118.95707,36.69367,M,14S,M14S28E20,M14S28E,54M14S28E20,54M14S28E
2600017.40844,6450.26993,151,87639,54,M14S,28E,21,-118.93925,36.69356,M,14S,M14S28E21,M14S28E,54M14S28E21,54M14S28E
2484024.33496,6305.54229,152,87640,54,M14S,28E,19,-118.97448,36.69375,M,14S,M14S28E19,M14S28E,54M14S28E19,54M14S28E
400105.95679,2958.97983,153,87694,54,M14S,33E,26,-118.35681,36.68327,M,14S,M14S33E26,M14S33E,54M14S33E26,54M14S33E
2577553.34106,6422.08035,154,87708,54,M14S,32E,25,-118.44397,36.68038,M,14S,M14S32E25,M14S32E,54M14S32E25,54M14S32E
2556265.62292,6395.45388,155,87711,54,M14S,32E,26,-118.46196,36.68038,M,14S,M14S32E26,M14S32E,54M14S32E26,54M14S32E
2596291.02221,6445.52335,156,87715,54,M14S,32E,27,-118.48004,36.68039,M,14S,M14S32E27,M14S32E,54M14S32E27,54M14S32E
2526216.70056,6357.64553,157,87718,54,M14S,32E,28,-118.49804,36.68039,M,14S,M14S32E28,M14S32E,54M14S32E28,54M14S32E
2602809.24024,6453.97147,158,87723,54,M14S,32E,29,-118.51610,36.68038,M,14S,M14S32E29,M14S32E,54M14S32E29,54M14S32E
4038096.16492,8263.63541,159,87726,54,M14S,32E,30,-118.53953,36.68039,M,14S,M14S32E30,M14S32E,54M14S32E30,54M14S32E
2488220.58746,6309.71137,160,87731,54,M14S,31E,25,-118.56259,36.68036,M,14S,M14S31E25,M14S31E,54M14S31E25,54M14S31E
2560501.58899,6401.12703,161,87737,54,M14S,31E,26,-118.58047,36.68035,M,14S,M14S31E26,M14S31E,54M14S31E26,54M14S31E
2521656.70526,6352.03403,162,87739,54,M14S,31E,27,-118.59850,36.68033,M,14S,M14S31E27,M14S31E,54M14S31E27,54M14S31E
2548695.06457,6386.45092,163,87744,54,M14S,31E,28,-118.61652,36.68031,M,14S,M14S31E28,M14S31E,54M14S31E28,54M14S31E
2527115.74780,6359.15731,164,87749,54,M14S,31E,29,-118.63459,36.68029,M,14S,M14S31E29,M14S31E,54M14S31E29,54M14S31E
2523757.52032,6355.00340,165,87755,54,M14S,31E,30,-118.65261,36.68027,M,14S,M14S31E30,M14S31E,54M14S31E30,54M14S31E
2615967.31154,6472.34697,166,87765,54,M14S,30E,25,-118.67087,36.67994,M,14S,M14S30E25,M14S30E,54M14S30E25,54M14S30E
2264795.01688,6185.08398,167,87791,54,M14S,33E,35,-118.35484,36.67515,M,14S,M14S33E35,M14S33E,54M14S33E35,54M14S33E
2572535.38129,6420.55057,168,87802,54,M14S,30E,26,-118.68935,36.67912,M,14S,M14S30E26,M14S30E,54M14S30E26,54M14S30E
2633422.59008,6491.13549,169,87805,54,M14S,33E,34,-118.37141,36.67517,M,14S,M14S33E34,M14S33E,54M14S33E34,54M14S33E
2712911.96588,6590.55847,170,87809,54,M14S,30E,29,-118.74465,36.67962,M,14S,M14S30E29,M14S30E,54M14S30E29,54M14S30E
2554739.97699,6393.89386,171,87810,54,M14S,30E,28,-118.72631,36.67955,M,14S,M14S30E28,M14S30E,54M14S30E28,54M14S30E
2627689.20105,6484.07521,172,87815,54,M14S,33E,33,-118.38956,36.67518,M,14S,M14S33E33,M14S33E,54M14S33E33,54M14S33E
2641274.21503,6500.99993,173,87820,54,M14S,30E,30,-118.76317,36.67959,M,14S,M14S30E30,M14S30E,54M14S30E30,54M14S30E
2615778.14331,6476.82762,174,87824,54,M14S,30E,27,-118.70799,36.67907,M,14S,M14S30E27,M14S30E,54M14S30E27,54M14S30E
2606461.36376,6457.94446,175,87831,54,M14S,33E,32,-118.40761,36.67517,M,14S,M14S33E32,M14S33E,54M14S33E32,54M14S33E
2528118.60290,6361.10537,176,87843,54,M14S,29E,25,-118.78112,36.67949,M,14S,M14S29E25,M14S29E,54M14S29E25,54M14S29E
2662829.35205,6527.32106,177,87846,54,M14S,33E,31,-118.42577,36.67517,M,14S,M14S33E31,M14S33E,54M14S33E31,54M14S33E
2578664.61468,6424.58666,178,87855,54,M14S,29E,26,-118.79901,36.67941,M,14S,M14S29E26,M14S29E,54M14S29E26,54M14S29E
2574355.98461,6420.16088,179,87887,54,M14S,29E,27,-118.81725,36.67925,M,14S,M14S29E27,M14S29E,54M14S29E27,54M14S29E
2453765.11840,6266.61613,180,87902,54,M14S,29E,28,-118.83518,36.67909,M,14S,M14S29E28,M14S29E,54M14S29E28,54M14S29E
2432435.04669,6238.75063,181,87915,54,M14S,29E,29,-118.85272,36.67896,M,14S,M14S29E29,M14S29E,54M14S29E29,54M14S29E
2487184.69079,6308.76099,182,87922,54,M14S,29E,30,-118.87036,36.67884,M,14S,M14S29E30,M14S29E,54M14S29E30,54M14S29E
2309570.30822,6084.17967,183,87923,54,M14S,28E,25,-118.88741,36.67896,M,14S,M14S28E25,M14S28E,54M14S28E25,54M14S28E
2455178.30066,6268.85404,184,87924,54,M14S,28E,26,-118.90423,36.67899,M,14S,M14S28E26,M14S28E,54M14S28E26,54M14S28E
2493520.04077,6317.52323,185,87926,54,M14S,28E,27,-118.92159,36.67904,M,14S,M14S28E27,M14S28E,54M14S28E27,54M14S28E
2517712.55543,6349.23184,186,87927,54,M14S,28E,29,-118.95755,36.67926,M,14S,M14S28E29,M14S28E,54M14S28E29,54M14S28E
2673780.28064,6541.77364,187,87928,54,M14S,28E,28,-118.93956,36.67911,M,14S,M14S28E28,M14S28E,54M14S28E28,54M14S28E
2476542.26673,6296.01935,188,87930,54,M14S,28E,30,-118.97493,36.67934,M,14S,M14S28E30,M14S28E,54M14S28E30,54M14S28E
770116.86940,3821.24686,189,87975,54,M14S,33E,36,-118.33722,36.66888,M,14S,M14S33E36,M14S33E,54M14S33E36,54M14S33E
2594207.01758,6442.61058,190,88000,54,M14S,32E,36,-118.44397,36.66593,M,14S,M14S32E36,M14S32E,54M14S32E36,54M14S32E
2581674.72046,6427.24315,191,88005,54,M14S,32E,35,-118.46197,36.66594,M,14S,M14S32E35,M14S32E,54M14S32E35,54M14S32E
