AREA,PERIMETER,PLS54_,PLS54_ID,COUNTY_CD,MTOWN,RANGE,SECTION,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,CO_MTR
2545968.30591,6382.27309,2807,99389,54,M20S,32E,36,-118.45919,36.14273,M,20S,M20S32E36,M20S32E,54M20S32E36,54M20S32E
2568332.03088,6411.20476,2808,99393,54,M20S,32E,35,-118.47706,36.14280,M,20S,M20S32E35,M20S32E,54M20S32E35,54M20S32E
2413777.74951,6215.27947,2809,99395,54,M20S,32E,34,-118.49456,36.14287,M,20S,M20S32E34,M20S32E,54M20S32E34,54M20S32E
2554717.29468,6394.64426,2810,99400,54,M20S,32E,33,-118.51204,36.14256,M,20S,M20S32E33,M20S32E,54M20S32E33,54M20S32E
2608439.12451,6460.16526,2811,99405,54,M20S,32E,32,-118.53019,36.14252,M,20S,M20S32E32,M20S32E,54M20S32E32,54M20S32E
2687568.67951,6550.29036,2812,99408,54,M20S,31E,32,-118.63551,36.14340,M,20S,M20S31E32,M20S31E,54M20S31E32,54M20S31E
2470455.01880,6288.49551,2813,99409,54,M20S,32E,31,-118.54799,36.14261,M,20S,M20S32E31,M20S32E,54M20S32E31,54M20S32E
2507441.24597,6335.26296,2814,99411,54,M20S,31E,36,-118.56543,36.14271,M,20S,M20S31E36,M20S31E,54M20S31E36,54M20S31E
2578599.86914,6423.51990,2815,99413,54,M20S,31E,33,-118.61753,36.14311,M,20S,M20S31E33,M20S31E,54M20S31E33,54M20S31E
2500845.32629,6328.75497,2816,99414,54,M20S,31E,35,-118.58294,36.14276,M,20S,M20S31E35,M20S31E,54M20S31E35,54M20S31E
2465896.25530,6283.60332,2817,99416,54,M20S,31E,34,-118.60015,36.14288,M,20S,M20S31E34,M20S31E,54M20S31E34,54M20S31E
2726487.52294,6603.90184,2818,99418,54,M20S,30E,36,-118.68028,36.14332,M,20S,M20S30E36,M20S30E,54M20S30E36,54M20S30E
3783096.02448,7981.70963,2819,99419,54,M20S,31E,31,-118.65801,36.14309,M,20S,M20S31E31,M20S31E,54M20S31E31,54M20S31E
2718879.68170,6593.51691,2820,99423,54,M20S,30E,35,-118.69807,36.14341,M,20S,M20S30E35,M20S30E,54M20S30E35,54M20S30E
2677426.84407,6549.52669,2821,99426,54,M20S,30E,34,-118.71598,36.14353,M,20S,M20S30E34,M20S30E,54M20S30E34,54M20S30E
2546040.87372,6370.60708,2822,99427,54,M20S,27E,36,-118.99945,36.14651,M,20S,M20S27E36,M20S27E,54M20S27E36,54M20S27E
2577814.94452,6421.35113,2823,99428,54,M20S,27E,35,-119.01721,36.14653,M,20S,M20S27E35,M20S27E,54M20S27E35,54M20S27E
2595659.38478,6450.94513,2824,99432,54,M20S,30E,33,-118.73384,36.14366,M,20S,M20S30E33,M20S30E,54M20S30E33,54M20S30E
2531717.41834,6367.96858,2825,99435,54,M20S,28E,36,-118.89198,36.14530,M,20S,M20S28E36,M20S28E,54M20S28E36,54M20S28E
2423385.36047,6227.93120,2826,99436,54,M20S,29E,31,-118.87474,36.14513,M,20S,M20S29E31,M20S29E,54M20S29E31,54M20S29E
2623037.01709,6473.59133,2827,99437,54,M20S,28E,31,-118.98145,36.14610,M,20S,M20S28E31,M20S28E,54M20S28E31,54M20S28E
2587422.23828,6436.44697,2828,99438,54,M20S,27E,34,-119.03512,36.14649,M,20S,M20S27E34,M20S27E,54M20S27E34,54M20S27E
2604987.38697,6456.31495,2829,99439,54,M20S,28E,35,-118.90981,36.14541,M,20S,M20S28E35,M20S28E,54M20S28E35,54M20S28E
2575005.83216,6418.85091,2830,99440,54,M20S,28E,33,-118.94547,36.14568,M,20S,M20S28E33,M20S28E,54M20S28E33,54M20S28E
2571525.70349,6415.90939,2831,99441,54,M20S,28E,34,-118.92771,36.14554,M,20S,M20S28E34,M20S28E,54M20S28E34,54M20S28E
2587564.21802,6433.52215,2832,99444,54,M20S,29E,35,-118.80496,36.14428,M,20S,M20S29E35,M20S29E,54M20S29E35,54M20S29E
2573802.42321,6421.34584,2833,99445,54,M20S,29E,36,-118.78720,36.14407,M,20S,M20S29E36,M20S29E,54M20S29E36,54M20S29E
2604831.48524,6462.49768,2834,99446,54,M20S,30E,32,-118.75163,36.14364,M,20S,M20S30E32,M20S30E,54M20S30E32,54M20S30E
2579282.67646,6431.24243,2835,99447,54,M20S,28E,32,-118.96332,36.14581,M,20S,M20S28E32,M20S28E,54M20S28E32,54M20S28E
2486836.33008,6308.23646,2836,99448,54,M20S,29E,32,-118.85764,36.14487,M,20S,M20S29E32,M20S29E,54M20S29E32,54M20S29E
2482239.97095,6304.61023,2837,99449,54,M20S,29E,33,-118.84030,36.14461,M,20S,M20S29E33,M20S29E,54M20S29E33,54M20S29E
2555470.55206,6402.53116,2838,99450,54,M20S,27E,33,-119.05296,36.14646,M,20S,M20S27E33,M20S27E,54M20S27E33,54M20S27E
2559405.84107,6397.47446,2839,99451,54,M20S,29E,34,-118.82274,36.14436,M,20S,M20S29E34,M20S29E,54M20S29E34,54M20S29E
2574554.94886,6418.74624,2840,99452,54,M20S,30E,31,-118.76945,36.14372,M,20S,M20S30E31,M20S30E,54M20S30E31,54M20S30E
2575290.09216,6411.78239,2841,99454,54,M20S,27E,32,-119.07078,36.14645,M,20S,M20S27E32,M20S27E,54M20S27E32,54M20S27E
2597645.53259,6448.09905,2842,99458,54,M20S,27E,31,-119.08875,36.14645,M,20S,M20S27E31,M20S27E,54M20S27E31,54M20S27E
2553558.30958,6391.86364,2843,99459,54,M20S,26E,36,-119.10661,36.14647,M,20S,M20S26E36,M20S26E,54M20S26E36,54M20S26E
2600446.22705,6456.90630,2844,99461,54,M20S,26E,35,-119.12450,36.14648,M,20S,M20S26E35,M20S26E,54M20S26E35,54M20S26E
2572025.44305,6415.86956,2845,99463,54,M20S,26E,34,-119.14241,36.14652,M,20S,M20S26E34,M20S26E,54M20S26E34,54M20S26E
2568047.40661,6410.54930,2846,99464,54,M20S,26E,33,-119.16015,36.14653,M,20S,M20S26E33,M20S26E,54M20S26E33,54M20S26E
2562076.29138,6404.04354,2847,99468,54,M20S,26E,32,-119.17781,36.14653,M,20S,M20S26E32,M20S26E,54M20S26E32,54M20S26E
2679141.36505,6548.48550,2848,99472,54,M20S,26E,31,-119.19582,36.14654,M,20S,M20S26E31,M20S26E,54M20S26E31,54M20S26E
2604439.25958,6456.33136,2849,99475,54,M20S,25E,36,-119.21395,36.14655,M,20S,M20S25E36,M20S25E,54M20S25E36,54M20S25E
2618792.92682,6472.96642,2850,99476,54,M20S,25E,35,-119.23183,36.14656,M,20S,M20S25E35,M20S25E,54M20S25E35,54M20S25E
2621985.35767,6471.30526,2851,99478,54,M20S,25E,34,-119.24976,36.14657,M,20S,M20S25E34,M20S25E,54M20S25E34,54M20S25E
2573997.39547,6418.17227,2852,99480,54,M20S,25E,33,-119.26758,36.14651,M,20S,M20S25E33,M20S25E,54M20S25E33,54M20S25E
2626718.84742,6482.36104,2853,99485,54,M20S,25E,32,-119.28542,36.14648,M,20S,M20S25E32,M20S25E,54M20S25E32,54M20S25E
2673615.59094,6540.34627,2854,99489,54,M20S,25E,31,-119.30357,36.14647,M,20S,M20S25E31,M20S25E,54M20S25E31,54M20S25E
2614219.71112,6467.13024,2855,99492,54,M20S,24E,36,-119.32164,36.14645,M,20S,M20S24E36,M20S24E,54M20S24E36,54M20S24E
2604893.03769,6455.48187,2856,99493,54,M20S,24E,35,-119.33945,36.14644,M,20S,M20S24E35,M20S24E,54M20S24E35,54M20S24E
2601070.72882,6451.90487,2857,99494,54,M20S,24E,34,-119.35719,36.14641,M,20S,M20S24E34,M20S24E,54M20S24E34,54M20S24E
2428206.07541,6240.89512,2858,99496,54,M20S,24E,33,-119.37431,36.14642,M,20S,M20S24E33,M20S24E,54M20S24E33,54M20S24E
2657481.22660,6520.87578,2859,99497,54,M20S,24E,32,-119.39162,36.14645,M,20S,M20S24E32,M20S24E,54M20S24E32,54M20S24E
2901299.36945,6819.97935,2860,99500,54,M20S,24E,31,-119.41055,36.14635,M,20S,M20S24E31,M20S24E,54M20S24E31,54M20S24E
2610617.19042,6463.38462,2861,99503,54,M20S,23E,36,-119.42939,36.14626,M,20S,M20S23E36,M20S23E,54M20S23E36,54M20S23E
2614450.13271,6468.65439,2862,99504,54,M20S,23E,35,-119.44731,36.14613,M,20S,M20S23E35,M20S23E,54M20S23E35,54M20S23E
64087.48597,1264.51859,2863,99505,54,M20S,36E,34,-118.07184,36.13509,M,20S,M20S36E34,M20S36E,54M20S36E34,54M20S36E
2598329.49133,6446.09642,2864,99506,54,M20S,23E,34,-119.46518,36.14601,M,20S,M20S23E34,M20S23E,54M20S23E34,54M20S23E
2621104.58734,6476.18273,2865,99515,54,M20S,23E,33,-119.48309,36.14597,M,20S,M20S23E33,M20S23E,54M20S23E33,54M20S23E
2634863.49281,6490.57695,2866,99519,54,M20S,23E,31,-119.51913,36.14606,M,20S,M20S23E31,M20S23E,54M20S23E31,54M20S23E
2573210.19132,6420.84522,2867,99520,54,M20S,23E,32,-119.50105,36.14593,M,20S,M20S23E32,M20S23E,54M20S23E32,54M20S23E
2373591.84027,6306.03626,2868,99626,54,M21S,36E,03,-118.07689,36.12738,M,21S,M21S36E03,M21S36E,54M21S36E03,54M21S36E
2566911.41858,6444.74285,2869,99632,54,M21S,36E,04,-118.09381,36.12739,M,21S,M21S36E04,M21S36E,54M21S36E04,54M21S36E
2577314.63049,6419.77119,2870,99643,54,M21S,36E,05,-118.11180,36.12716,M,21S,M21S36E05,M21S36E,54M21S36E05,54M21S36E
2814470.79736,6720.22339,2871,99645,54,M21S,36E,06,-118.13064,36.12718,M,21S,M21S36E06,M21S36E,54M21S36E06,54M21S36E
2562543.53064,6403.12307,2872,99649,54,M21S,35E,01,-118.14937,36.12718,M,21S,M21S35E01,M21S35E,54M21S35E01,54M21S35E
2590921.74377,6438.86647,2873,99655,54,M21S,35E,02,-118.16724,36.12715,M,21S,M21S35E02,M21S35E,54M21S35E02,54M21S35E
2582018.24573,6427.71998,2874,99659,54,M21S,35E,03,-118.18517,36.12721,M,21S,M21S35E03,M21S35E,54M21S35E03,54M21S35E
2619293.41639,6475.34763,2875,99665,54,M21S,35E,04,-118.20319,36.12712,M,21S,M21S35E04,M21S35E,54M21S35E04,54M21S35E
2654021.95922,6517.47912,2876,99668,54,M21S,35E,05,-118.22131,36.12716,M,21S,M21S35E05,M21S35E,54M21S35E05,54M21S35E
2611218.23730,6464.71785,2877,99670,54,M21S,35E,06,-118.23922,36.12720,M,21S,M21S35E06,M21S35E,54M21S35E06,54M21S35E
2677012.54786,6544.88749,2878,99675,54,M21S,34E,01,-118.25712,36.12728,M,21S,M21S34E01,M21S34E,54M21S34E01,54M21S34E
2610484.94983,6463.26611,2879,99679,54,M21S,34E,02,-118.27504,36.12732,M,21S,M21S34E02,M21S34E,54M21S34E02,54M21S34E
2542520.57116,6380.79454,2880,99682,54,M21S,34E,03,-118.29259,36.12739,M,21S,M21S34E03,M21S34E,54M21S34E03,54M21S34E
2588681.16028,6434.87304,2881,99686,54,M21S,34E,04,-118.31013,36.12743,M,21S,M21S34E04,M21S34E,54M21S34E04,54M21S34E
2553375.62463,6392.45767,2882,99690,54,M21S,34E,05,-118.32775,36.12749,M,21S,M21S34E05,M21S34E,54M21S34E05,54M21S34E
2566269.71436,6406.31663,2883,99692,54,M21S,34E,06,-118.34533,36.12755,M,21S,M21S34E06,M21S34E,54M21S34E06,54M21S34E
2604048.83802,6455.73197,2884,99695,54,M21S,33E,01,-118.36316,36.12754,M,21S,M21S33E01,M21S33E,54M21S33E01,54M21S33E
2636355.15795,6495.20187,2885,99700,54,M21S,33E,02,-118.38116,36.12769,M,21S,M21S33E02,M21S33E,54M21S33E02,54M21S33E
2640927.98804,6500.57230,2886,99703,54,M21S,33E,03,-118.39907,36.12770,M,21S,M21S33E03,M21S33E,54M21S33E03,54M21S33E
2699836.63134,6572.78545,2887,99704,54,M21S,33E,04,-118.41708,36.12784,M,21S,M21S33E04,M21S33E,54M21S33E04,54M21S33E
2688425.14723,6560.01791,2888,99707,54,M21S,33E,05,-118.43511,36.12780,M,21S,M21S33E05,M21S33E,54M21S33E05,54M21S33E
3079929.88610,7023.17861,2889,99710,54,M21S,33E,06,-118.45413,36.12784,M,21S,M21S33E06,M21S33E,54M21S33E06,54M21S33E
1436187.63367,5008.30732,2890,99712,54,M21S,32E,01,-118.47315,36.13118,M,21S,M21S32E01,M21S32E,54M21S32E01,54M21S32E
1407495.61120,4920.29371,2891,99714,54,M21S,32E,02,-118.49078,36.13124,M,21S,M21S32E02,M21S32E,54M21S32E02,54M21S32E
1362113.40039,4926.22088,2892,99716,54,M21S,32E,03,-118.50804,36.13131,M,21S,M21S32E03,M21S32E,54M21S32E03,54M21S32E
1363606.67810,4875.43191,2893,99723,54,M21S,32E,04,-118.52537,36.13109,M,21S,M21S32E04,M21S32E,54M21S32E04,54M21S32E
1665875.91504,5363.12987,2894,99726,54,M21S,32E,05,-118.54357,36.13070,M,21S,M21S32E05,M21S32E,54M21S32E05,54M21S32E
1620205.01044,5263.70643,2895,99730,54,M21S,32E,06,-118.56222,36.13076,M,21S,M21S32E06,M21S32E,54M21S32E06,54M21S32E
2411084.34064,6214.58010,2896,99731,54,M21S,31E,01,-118.58027,36.12873,M,21S,M21S31E01,M21S31E,54M21S31E01,54M21S31E
2446619.37647,6259.00990,2897,99736,54,M21S,31E,02,-118.59807,36.12876,M,21S,M21S31E02,M21S31E,54M21S31E02,54M21S31E
2450329.46728,6258.53636,2898,99738,54,M21S,31E,04,-118.63290,36.12897,M,21S,M21S31E04,M21S31E,54M21S31E04,54M21S31E
2349256.17597,6133.46074,2899,99739,54,M21S,31E,03,-118.61554,36.12884,M,21S,M21S31E03,M21S31E,54M21S31E03,54M21S31E
2433646.82618,6241.72703,2900,99744,54,M21S,31E,05,-118.65065,36.12899,M,21S,M21S31E05,M21S31E,54M21S31E05,54M21S31E
2630951.90270,6490.41852,2901,99747,54,M21S,27E,01,-119.00820,36.13200,M,21S,M21S27E01,M21S27E,54M21S27E01,54M21S27E
2554541.35834,6386.62835,2902,99748,54,M21S,28E,06,-118.99032,36.13192,M,21S,M21S28E06,M21S28E,54M21S28E06,54M21S28E
2614156.45318,6470.56632,2903,99752,54,M21S,27E,02,-119.02621,36.13198,M,21S,M21S27E02,M21S27E,54M21S27E02,54M21S27E
2310578.90527,6106.81559,2904,99753,54,M21S,29E,06,-118.88363,36.13118,M,21S,M21S29E06,M21S29E,54M21S29E06,54M21S29E
2350251.06024,6137.74005,2905,99754,54,M21S,28E,01,-118.90101,36.13136,M,21S,M21S28E01,M21S28E,54M21S28E01,54M21S28E
2542222.80195,6380.47498,2906,99755,54,M21S,28E,05,-118.97255,36.13165,M,21S,M21S28E05,M21S28E,54M21S28E05,54M21S28E
2363487.55566,6154.00135,2907,99757,54,M21S,29E,05,-118.86649,36.13071,M,21S,M21S29E05,M21S29E,54M21S29E05,54M21S29E
2381139.62165,6175.22247,2908,99758,54,M21S,31E,06,-118.66838,36.12881,M,21S,M21S31E06,M21S31E,54M21S31E06,54M21S31E
2441849.77661,6254.85944,2909,99759,54,M21S,28E,02,-118.91878,36.13137,M,21S,M21S28E02,M21S28E,54M21S28E02,54M21S28E
2492797.06573,6326.30728,2910,99760,54,M21S,28E,04,-118.95463,36.13151,M,21S,M21S28E04,M21S28E,54M21S28E04,54M21S28E
2560790.39197,6367.76990,2911,99761,54,M21S,29E,04,-118.84912,36.13029,M,21S,M21S29E04,M21S29E,54M21S29E04,54M21S29E
2590165.49750,6437.93515,2912,99762,54,M21S,27E,03,-119.04403,36.13196,M,21S,M21S27E03,M21S27E,54M21S27E03,54M21S27E
2446079.55671,6260.45319,2913,99764,54,M21S,28E,03,-118.93672,36.13142,M,21S,M21S28E03,M21S28E,54M21S28E03,54M21S28E
2426718.55884,6232.73908,2914,99765,54,M21S,29E,03,-118.83176,36.13015,M,21S,M21S29E03,M21S29E,54M21S29E03,54M21S29E
2694428.22333,6591.20650,2915,99766,54,M21S,30E,04,-118.74503,36.12929,M,21S,M21S30E04,M21S30E,54M21S30E04,54M21S30E
2548057.25213,6386.12758,2916,99767,54,M21S,30E,03,-118.72642,36.12909,M,21S,M21S30E03,M21S30E,54M21S30E03,54M21S30E
2461503.71612,6276.83095,2917,99768,54,M21S,30E,02,-118.70855,36.12890,M,21S,M21S30E02,M21S30E,54M21S30E02,54M21S30E
2628561.66522,6482.95194,2918,99769,54,M21S,27E,04,-119.06188,36.13195,M,21S,M21S27E04,M21S27E,54M21S27E04,54M21S27E
2440414.75482,6248.75930,2919,99770,54,M21S,29E,02,-118.81458,36.13000,M,21S,M21S29E02,M21S29E,54M21S29E02,54M21S29E
2519339.52191,6349.99329,2920,99772,54,M21S,29E,01,-118.79693,36.12979,M,21S,M21S29E01,M21S29E,54M21S29E01,54M21S29E
2315905.45959,6016.43117,2921,99774,54,M21S,30E,06,-118.77958,36.12954,M,21S,M21S30E06,M21S30E,54M21S30E06,54M21S30E
2411389.05926,6374.30682,2922,99775,54,M21S,30E,05,-118.76288,36.12925,M,21S,M21S30E05,M21S30E,54M21S30E05,54M21S30E
2590993.59907,6439.41664,2923,99777,54,M21S,27E,05,-119.07973,36.13193,M,21S,M21S27E05,M21S27E,54M21S27E05,54M21S27E
3034353.76423,7043.44466,2924,99778,54,M21S,30E,01,-118.68845,36.12868,M,21S,M21S30E01,M21S30E,54M21S30E01,54M21S30E
2587502.97791,6438.03438,2925,99781,54,M21S,27E,06,-119.09744,36.13193,M,21S,M21S27E06,M21S27E,54M21S27E06,54M21S27E
22197.04087,1190.20615,2926,99782,54,M21S,36E,02,-118.06686,36.12354,M,21S,M21S36E02,M21S36E,54M21S36E02,54M21S36E
2558461.70264,6397.83975,2927,99783,54,M21S,26E,01,-119.11500,36.13192,M,21S,M21S26E01,M21S26E,54M21S26E01,54M21S26E
2699785.03210,6571.81614,2928,99785,54,M21S,26E,02,-119.13294,36.13200,M,21S,M21S26E02,M21S26E,54M21S26E02,54M21S26E
2593140.71790,6441.72216,2929,99787,54,M21S,26E,03,-119.15106,36.13199,M,21S,M21S26E03,M21S26E,54M21S26E03,54M21S26E
2603871.60315,6454.24940,2930,99789,54,M21S,26E,04,-119.16889,36.13197,M,21S,M21S26E04,M21S26E,54M21S26E04,54M21S26E
2623490.97455,6477.51274,2931,99791,54,M21S,26E,05,-119.18680,36.13196,M,21S,M21S26E05,M21S26E,54M21S26E05,54M21S26E
2597214.76496,6448.25775,2932,99792,54,M21S,26E,06,-119.20468,36.13195,M,21S,M21S26E06,M21S26E,54M21S26E06,54M21S26E
2590492.09234,6441.13887,2933,99795,54,M21S,25E,01,-119.22245,36.13194,M,21S,M21S25E01,M21S25E,54M21S25E01,54M21S25E
2608883.73206,6459.86515,2934,99801,54,M21S,25E,02,-119.24025,36.13192,M,21S,M21S25E02,M21S25E,54M21S25E02,54M21S25E
2634188.37378,6490.75955,2935,99803,54,M21S,25E,03,-119.25817,36.13190,M,21S,M21S25E03,M21S25E,54M21S25E03,54M21S25E
2625740.79639,6483.75811,2936,99807,54,M21S,25E,04,-119.27613,36.13188,M,21S,M21S25E04,M21S25E,54M21S25E04,54M21S25E
2662640.27856,6523.16498,2937,99811,54,M21S,25E,05,-119.29416,36.13183,M,21S,M21S25E05,M21S25E,54M21S25E05,54M21S25E
2592234.82700,6446.06711,2938,99814,54,M21S,25E,06,-119.31207,36.13180,M,21S,M21S25E06,M21S25E,54M21S25E06,54M21S25E
2638480.85309,6491.10317,2939,99816,54,M21S,24E,01,-119.32987,36.13175,M,21S,M21S24E01,M21S24E,54M21S24E01,54M21S24E
2628896.34628,6487.00814,2940,99819,54,M21S,24E,02,-119.34777,36.13172,M,21S,M21S24E02,M21S24E,54M21S24E02,54M21S24E
2692423.43426,6564.82243,2941,99820,54,M21S,24E,03,-119.36585,36.13169,M,21S,M21S24E03,M21S24E,54M21S24E03,54M21S24E
2594495.40649,6433.83187,2942,99823,54,M21S,24E,04,-119.38379,36.13172,M,21S,M21S24E04,M21S24E,54M21S24E04,54M21S24E
2640118.04165,6505.53213,2943,99825,54,M21S,24E,05,-119.40160,36.13172,M,21S,M21S24E05,M21S24E,54M21S24E05,54M21S24E
2545710.94470,6384.99202,2944,99827,54,M21S,24E,06,-119.41936,36.13167,M,21S,M21S24E06,M21S24E,54M21S24E06,54M21S24E
2597998.91421,6442.87429,2945,99828,54,M21S,23E,01,-119.43702,36.13165,M,21S,M21S23E01,M21S23E,54M21S23E01,54M21S23E
2579712.06823,6423.43194,2946,99831,54,M21S,23E,02,-119.45492,36.13161,M,21S,M21S23E02,M21S23E,54M21S23E02,54M21S23E
2540950.93713,6385.26092,2947,99833,54,M21S,23E,03,-119.47281,36.13151,M,21S,M21S23E03,M21S23E,54M21S23E03,54M21S23E
2556784.76881,6392.29728,2948,99834,54,M21S,23E,06,-119.52646,36.13166,M,21S,M21S23E06,M21S23E,54M21S23E06,54M21S23E
2539683.72811,6379.33858,2949,99835,54,M21S,23E,05,-119.50869,36.13159,M,21S,M21S23E05,M21S23E,54M21S23E05,54M21S23E
2586741.74872,6432.86254,2950,99838,54,M21S,23E,04,-119.49078,36.13150,M,21S,M21S23E04,M21S23E,54M21S23E04,54M21S23E
2625949.42236,6482.19170,2951,99907,54,M21S,32E,12,-118.47320,36.12026,M,21S,M21S32E12,M21S32E,54M21S32E12,54M21S32E
2558864.68726,6400.75806,2952,99914,54,M21S,32E,11,-118.49080,36.12022,M,21S,M21S32E11,M21S32E,54M21S32E11,54M21S32E
2529185.20630,6363.45587,2953,99918,54,M21S,32E,10,-118.50808,36.12031,M,21S,M21S32E10,M21S32E,54M21S32E10,54M21S32E
7372.31739,472.92528,2954,99919,54,M21S,36E,02,-118.06658,36.11950,M,21S,M21S36E02,M21S36E,54M21S36E02,54M21S36E
2576007.55199,6421.45026,2955,99924,54,M21S,32E,09,-118.52545,36.12026,M,21S,M21S32E09,M21S32E,54M21S32E09,54M21S32E
147086.98555,2436.75730,2956,99939,54,M21S,36E,11,-118.06619,36.11272,M,21S,M21S36E11,M21S36E,54M21S36E11,54M21S36E
2573533.91932,6457.68300,2957,99941,54,M21S,36E,10,-118.07600,36.11277,M,21S,M21S36E10,M21S36E,54M21S36E10,54M21S36E
2704034.43781,6580.51333,2958,99946,54,M21S,32E,08,-118.54362,36.11943,M,21S,M21S32E08,M21S32E,54M21S32E08,54M21S32E
2610370.17334,6462.67254,2959,99950,54,M21S,36E,09,-118.09381,36.11278,M,21S,M21S36E09,M21S36E,54M21S36E09,54M21S36E
2640823.74536,6502.96726,2960,99954,54,M21S,32E,07,-118.56221,36.11952,M,21S,M21S32E07,M21S32E,54M21S32E07,54M21S32E
2620291.55078,6474.94586,2961,99959,54,M21S,36E,08,-118.11180,36.11278,M,21S,M21S36E08,M21S36E,54M21S36E08,54M21S36E
2850257.52050,6760.48364,2962,99963,54,M21S,36E,07,-118.13066,36.11278,M,21S,M21S36E07,M21S36E,54M21S36E07,54M21S36E
2565000.83154,6406.28973,2963,99967,54,M21S,35E,12,-118.14937,36.11278,M,21S,M21S35E12,M21S35E,54M21S35E12,54M21S35E
2649259.63098,6510.70754,2964,99972,54,M21S,35E,11,-118.16725,36.11261,M,21S,M21S35E11,M21S35E,54M21S35E11,54M21S35E
2651753.21643,6513.92841,2965,99978,54,M21S,35E,10,-118.18525,36.11256,M,21S,M21S35E10,M21S35E,54M21S35E10,54M21S35E
2674124.38696,6541.39704,2966,99981,54,M21S,35E,09,-118.20330,36.11264,M,21S,M21S35E09,M21S35E,54M21S35E09,54M21S35E
2642745.49110,6502.64457,2967,99989,54,M21S,35E,08,-118.22138,36.11251,M,21S,M21S35E08,M21S35E,54M21S35E08,54M21S35E
2594909.40760,6443.79171,2968,99992,54,M21S,35E,07,-118.23926,36.11254,M,21S,M21S35E07,M21S35E,54M21S35E07,54M21S35E
2618091.92004,6472.27859,2969,99997,54,M21S,34E,12,-118.25713,36.11257,M,21S,M21S34E12,M21S34E,54M21S34E12,54M21S34E
2572753.24035,6416.46448,2970,100000,54,M21S,34E,11,-118.27497,36.11265,M,21S,M21S34E11,M21S34E,54M21S34E11,54M21S34E
2531526.08813,6365.34960,2971,100002,54,M21S,34E,10,-118.29252,36.11274,M,21S,M21S34E10,M21S34E,54M21S34E10,54M21S34E
2593811.11108,6442.30773,2972,100004,54,M21S,34E,09,-118.31011,36.11281,M,21S,M21S34E09,M21S34E,54M21S34E09,54M21S34E
2627153.77514,6485.45205,2973,100006,54,M21S,33E,12,-118.36332,36.11329,M,21S,M21S33E12,M21S33E,54M21S33E12,54M21S33E
2572335.40747,6416.29099,2974,100007,54,M21S,34E,08,-118.32779,36.11284,M,21S,M21S34E08,M21S34E,54M21S34E08,54M21S34E
2596351.50793,6445.64369,2975,100010,54,M21S,34E,07,-118.34542,36.11297,M,21S,M21S34E07,M21S34E,54M21S34E07,54M21S34E
2582967.00660,6428.62190,2976,100017,54,M21S,33E,11,-118.38130,36.11302,M,21S,M21S33E11,M21S33E,54M21S33E11,54M21S33E
2584870.78052,6431.20900,2977,100019,54,M21S,33E,10,-118.39913,36.11310,M,21S,M21S33E10,M21S33E,54M21S33E10,54M21S33E
2648923.14246,6510.27238,2978,100024,54,M21S,33E,09,-118.41710,36.11301,M,21S,M21S33E09,M21S33E,54M21S33E09,54M21S33E
2626031.76501,6482.43969,2979,100027,54,M21S,33E,08,-118.43514,36.11306,M,21S,M21S33E08,M21S33E,54M21S33E08,54M21S33E
2554005.28277,6392.32523,2980,100030,54,M21S,31E,12,-118.58024,36.11478,M,21S,M21S31E12,M21S31E,54M21S31E12,54M21S31E
2958378.97534,6891.02536,2981,100034,54,M21S,33E,07,-118.45421,36.11286,M,21S,M21S33E07,M21S33E,54M21S33E07,54M21S33E
2580804.93988,6426.08269,2982,100035,54,M21S,31E,11,-118.59807,36.11481,M,21S,M21S31E11,M21S31E,54M21S31E11,54M21S31E
2444509.67231,6255.52790,2983,100037,54,M21S,31E,10,-118.61555,36.11478,M,21S,M21S31E10,M21S31E,54M21S31E10,54M21S31E
2567337.18561,6409.26934,2984,100039,54,M21S,31E,09,-118.63293,36.11481,M,21S,M21S31E09,M21S31E,54M21S31E09,54M21S31E
2594270.82532,6422.35368,2985,100040,54,M21S,29E,07,-118.88355,36.11723,M,21S,M21S29E07,M21S29E,54M21S29E07,54M21S29E
2540564.56696,6376.49015,2986,100041,54,M21S,28E,12,-118.90111,36.11754,M,21S,M21S28E12,M21S28E,54M21S28E12,54M21S28E
2576694.72448,6421.01542,2987,100042,54,M21S,31E,08,-118.65067,36.11484,M,21S,M21S31E08,M21S31E,54M21S31E08,54M21S31E
2566270.40954,6409.34325,2988,100046,54,M21S,31E,07,-118.66832,36.11472,M,21S,M21S31E07,M21S31E,54M21S31E07,54M21S31E
2583342.79187,6429.44341,2989,100047,54,M21S,28E,11,-118.91891,36.11753,M,21S,M21S28E11,M21S28E,54M21S28E11,54M21S28E
2437237.07568,6253.01135,2990,100050,54,M21S,29E,08,-118.86640,36.11672,M,21S,M21S29E08,M21S29E,54M21S29E08,54M21S29E
2571059.34448,6414.06442,2991,100053,54,M21S,28E,10,-118.93689,36.11743,M,21S,M21S28E10,M21S28E,54M21S28E10,54M21S28E
3299769.12677,7314.70579,2992,100054,54,M21S,30E,12,-118.68839,36.11479,M,21S,M21S30E12,M21S30E,54M21S30E12,54M21S30E
2567672.54340,6409.87336,2993,100058,54,M21S,28E,09,-118.95475,36.11736,M,21S,M21S28E09,M21S28E,54M21S28E09,54M21S28E
