AREA,PERIMETER,PLS10_,PLS10_ID,COUNTY_CD,MTOWN,RANGE,SECTION,SOURCE,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,CO_MTR
938221.67309599998,5230.51624437000,1020.00000000000,79558.00000000000,10,M09S,22E,35,1,-119.53649845300,37.10499013780,M,09S,M09S22E35,M09S22E,10M09S22E35,10M09S22E
2582019.49386999989,6429.34914532000,1021.00000000000,79564.00000000000,10,M09S,22E,36,1,-119.52418682000,37.10427655660,M,09S,M09S22E36,M09S22E,10M09S22E36,10M09S22E
2890920.40450000018,6806.34059997000,1022.00000000000,79571.00000000000,10,M09S,23E,31,1,-119.50539033800,37.10414866570,M,09S,M09S23E31,M09S23E,10M09S23E31,10M09S23E
2601722.25541999983,6588.02304648000,1023.00000000000,79575.00000000000,10,M09S,23E,32,1,-119.48618620300,37.10378720140,M,09S,M09S23E32,M09S23E,10M09S23E32,10M09S23E
2398233.06148000015,6242.96927564000,1024.00000000000,79582.00000000000,10,M09S,23E,33,1,-119.46736028600,37.10375971730,M,09S,M09S23E33,M09S23E,10M09S23E33,10M09S23E
3252661.48969000019,8107.86620851000,1025.00000000000,79619.00000000000,10,M10S,32E,07,1,-118.52463385400,37.09356409100,M,10S,M10S32E07,M10S32E,10M10S32E07,10M10S32E
3022156.15604999987,6974.62744615000,1026.00000000000,79654.00000000000,10,M10S,30E,04,0,-118.70915026900,37.09091420310,M,10S,M10S30E04,M10S30E,10M10S30E04,10M10S30E
3022937.42773000011,6975.48769225000,1027.00000000000,79655.00000000000,10,M10S,30E,03,0,-118.69102333500,37.09071369020,M,10S,M10S30E03,M10S30E,10M10S30E03,10M10S30E
3100486.38517000014,7058.43525086000,1028.00000000000,79656.00000000000,10,M10S,30E,01,0,-118.65454654500,37.09029410700,M,10S,M10S30E01,M10S30E,10M10S30E01,10M10S30E
3022013.66250000009,6974.56688998000,1029.00000000000,79657.00000000000,10,M10S,30E,02,0,-118.67289911900,37.09051019090,M,10S,M10S30E02,M10S30E,10M10S30E02,10M10S30E
2957133.65114000021,6899.46169846000,1030.00000000000,79658.00000000000,10,M10S,30E,06,0,-118.74521162400,37.09129949650,M,10S,M10S30E06,M10S30E,10M10S30E06,10M10S30E
3020807.39276999980,6972.66827456000,1031.00000000000,79659.00000000000,10,M10S,30E,05,0,-118.72727636700,37.09111216910,M,10S,M10S30E05,M10S30E,10M10S30E05,10M10S30E
718397.50010900002,4015.21204411000,1032.00000000000,79673.00000000000,10,M10S,32E,08,1,-118.50233825400,37.09069499060,M,10S,M10S32E08,M10S32E,10M10S32E08,10M10S32E
2447414.67503000004,6259.96432242000,1033.00000000000,79711.00000000000,10,M10S,29E,06,0,-118.85322274600,37.08903038910,M,10S,M10S29E06,M10S29E,10M10S29E06,10M10S29E
